-0.004828+0.0014722i,-0.003511+0.0026195i,-0.0016465+0.0031271i,0.00030541+0.0022554i,-0.00032982+0.0017118i,-0.0013444+0.0012416i,-0.00068716+0.00038307i,3.3073e-05+0.00049403i,0.00087517+0.0016033i,0.001705+0.0013388i,0.0022511+0.00016757i,0.0013314-0.00057649i,-0.00016519-0.0013966i,-0.00058112-0.0010495i,-0.00022758-0.00040158i,-0.00010231-0.00030494i,-3.4666e-05+0.00017271i,2.3736e-05-0.00069737i,0.00034971-0.0010732i,-1.7114e-05-5.3948e-05i,-0.00018475+0.00071503i,0.00048849+0.00071374i,0.00078063+0.00063494i
-0.001813+0.00054608i,-0.0011558+0.00022238i,0.00027626+0.00061689i,0.0018958+0.001027i,0.0019077+0.00082711i,0.00059565+0.00051887i,-0.00012041+0.00041286i,-0.00012473+0.00026568i,-0.00020489+0.0008926i,-0.00049755+0.0014145i,0.00034399+0.0017534i,0.0008403+0.00144i,0.00073554+0.00013599i,0.00096678-0.00020453i,0.00031719-0.00015991i,-0.00049822-8.8612e-05i,-0.00072883-0.00022392i,-0.00025131-0.00044595i,6.8582e-05+0.00013885i,0.00017926+0.00035497i,0.00015482+1.5879e-05i,0.00038406+0.00033136i,0.00042557+0.00094066i
-0.00044665+0.00063362i,0.0014722+0.00063713i,0.0027394+0.00113i,0.0028936+0.00049453i,0.0021145-0.0007365i,0.0011117-0.002139i,-4.2675e-05-0.0024245i,-0.0011815-0.0013077i,-0.00035209+2.967e-05i,0.0011437+0.00097795i,0.00066511+0.0014709i,0.00020229+0.0012841i,-0.00015535+0.0014116i,-0.00068531+0.0013048i,0.00015735+0.00053258i,0.00043083-4.2484e-05i,-0.00024486-0.00060046i,-1.5717e-05-0.00016829i,0.00024575+0.00027073i,0.00054783-0.00030879i,0.00059488-0.00012618i,-2.5086e-05+0.00030856i,-0.00035329+0.00076541i
-0.00043332+0.0011478i,0.00011582+0.0012063i,0.0013524+0.0012625i,0.0015194+0.00096428i,0.00065381-0.00036748i,0.00055885-0.0018319i,0.00060258-0.0012166i,0.00020855+0.00016938i,-0.00047925+0.001847i,-0.00042396+0.0020152i,0.0002155+0.0005937i,0.00030365+0.00051276i,0.00031+0.0017667i,-1.9592e-05+0.0014394i,0.00015129+0.0013964i,0.00096468+0.0011712i,0.0013184+0.00046737i,0.00035873-0.00042955i,-0.00036969-0.0011985i,7.1739e-05-0.00044887i,0.00063046+0.00033924i,0.00020358+0.00031449i,-0.00012755-0.0003395i
0.001118-0.00024062i,0.001479+0.0013563i,0.0013994+0.00054724i,0.0008554-0.00056456i,0.00014958-0.0010353i,0.00035972-0.00075609i,0.00063178-0.00096185i,0.00021037-0.00099814i,0.00017187+0.00037432i,0.00055012+0.00066234i,0.00081564+0.00049092i,0.00091419+0.0013603i,0.00098971+0.0013908i,0.00061142+0.00065243i,-0.00028103+3.7554e-05i,-0.00040521-1.1503e-05i,-3.5938e-05-0.00044438i,0.00014083-0.00030998i,0.0002405-5.8617e-06i,-0.00038598-0.00026281i,-0.00078834+3.4942e-05i,-0.00093268+0.00022754i,-0.00028238+0.00022286i
-0.00032638-5.023e-06i,-1.3241e-05+0.0003968i,0.00053146+0.0010167i,0.00152+0.00078597i,0.0016763+0.00013033i,0.00055632-0.00022056i,-0.00026507-0.0013566i,0.00025855-0.0013647i,0.00031667+0.00011142i,0.00049217+0.0015684i,0.00087978+0.0016809i,0.0010838+0.00089015i,0.00083353+0.00043853i,0.00028616+0.00047632i,0.00040545+0.00012425i,0.00024519-0.00058481i,-0.00083419-0.00037612i,-0.00096416+0.00026598i,-0.00038165-4.0011e-05i,0.00016526-0.00074484i,0.00020339-0.00039203i,-0.00016879-2.2113e-05i,-0.00026254-0.00037403i
0.002385+0.00040519i,0.0020743-0.00047414i,0.0016349-0.00091018i,0.0010388-0.0010193i,1.4031e-05-0.0011719i,-0.0010636-0.0011174i,-0.0005192-6.2976e-05i,7.1133e-05+0.00048399i,4.1189e-05+0.00043546i,0.00040372+0.00049777i,0.00079077+0.00033229i,0.00030284+3.8199e-05i,0.00046041+0.00059468i,0.00023165+0.0012562i,-0.00029106+0.0010788i,-0.00044428+0.00052103i,-0.00088585+0.00033368i,-0.0010431+0.00049823i,-0.00024858+0.00026676i,4.1424e-06+0.00031512i,-0.00059617+0.00073178i,-0.0013939+0.00065889i,-0.0012318-0.00034182i
-0.00031473+0.00045613i,0.00065588+0.001104i,0.0020734+0.0016077i,0.0013071-0.00010421i,0.00062695-0.0016565i,2.5011e-05-0.001885i,-0.00016258-0.0011408i,0.00019606-0.00028737i,0.00023424+0.00078729i,0.00080355+0.0017476i,0.0007702+0.001253i,-0.00012348+0.00035707i,-0.00018263+0.00034986i,3.6003e-05-0.00029117i,0.00018912-0.00044457i,0.00010426+3.7618e-05i,0.00016682+6.1416e-05i,0.00016471+0.000376i,9.725e-05+0.00063352i,0.00017679+0.00058033i,6.9368e-05+0.00080594i,-8.6549e-05+0.00051235i,-0.00013611+0.00019801i
0.0024042+5.5998e-05i,0.0035327-0.0013781i,0.004433-0.0018648i,0.0032954-0.0024876i,0.00090102-0.0019763i,0.00025953-0.000983i,0.00012886-0.00056258i,0.00024963-0.00028545i,0.0009682+0.00036424i,0.0012346+0.0010174i,0.00060704+0.0012405i,-0.00021261+0.00099183i,-0.0010725+5.3265e-06i,-0.00051913-0.0003403i,-0.00024495+0.00050784i,-0.00056071+0.0006068i,-0.00019842-0.0001828i,0.00014677+0.00021828i,0.00024468+0.00017606i,0.00038458-3.4151e-05i,0.00072618+0.00054379i,0.00019587+0.00052742i,-0.00046211+7.4098e-05i
0.0016416-0.0012094i,0.0015002-0.00037408i,0.0014431-0.00091602i,0.00075257-0.001401i,6.5248e-05-0.0013031i,0.00039534-0.0011522i,0.00021402-0.00033763i,4.882e-05+0.00068292i,0.00064611+0.00096336i,0.00051668+0.00076869i,0.0003193+0.00060418i,0.00054799+0.0015088i,0.00056034+0.0020521i,0.00059463+0.0007976i,0.00030509+6.0676e-06i,-0.00013944-0.00034502i,-0.00017682-0.00074457i,-0.00029953-0.00098708i,-0.0007477-0.00046833i,-0.0015524+3.3846e-07i,-0.0015979+0.00021953i,-0.00076816+0.00021772i,-0.00030884+0.00081719i
0.0002322+9.3323e-05i,-0.00023444+0.0011833i,0.00019346+0.0018913i,0.00048662+0.0015339i,-0.00022768+0.00039174i,-0.00082434-0.00025621i,-0.0001497-0.00031324i,0.0006408+8.7611e-05i,0.00041134+0.00049567i,0.00035671+0.00074755i,0.00086504+0.00048756i,0.0005038+0.00068748i,0.0005304+0.00095943i,0.0012091+0.0003367i,0.0012456+3.0189e-05i,0.0010249-1.6973e-05i,0.00056841-0.00023482i,-0.00024176-0.00058631i,0.00012541-0.00053329i,0.00079307-3.1596e-05i,0.0013038+0.00031201i,0.00091241+0.00075038i,0.00061589+0.00063578i
0.00054969-0.0010924i,0.0011967-0.0013494i,0.0019832-0.0019171i,0.0005426-0.0022028i,-0.00079318-0.0025721i,-0.00098063-0.0026588i,-0.0009738-0.0021323i,-0.00058529-0.00058955i,0.00014026+0.00050429i,0.00042409+0.00020335i,0.00079069+0.00025663i,0.00064538+0.00088257i,0.00027297+0.00086437i,0.00038238+0.00091964i,0.00045744+0.00073482i,0.0004893+0.00036947i,0.00064105-0.00025722i,3.1354e-05-2.4573e-05i,-5.0593e-05+0.00041197i,7.0129e-05+0.00012834i,-0.00020161+0.00029685i,-6.4024e-06+0.0004988i,0.00027031+0.00027875i
0.0016134-0.00079881i,0.0020053-0.00076571i,0.0010556+0.00020584i,-0.00069831-6.3178e-05i,-0.00061491-0.0010508i,-0.00053008-0.0017218i,-0.00044537-0.00098782i,-0.00014843-3.6137e-05i,-0.00050959+0.00040342i,0.00036558+0.00056324i,0.00065154+0.0011474i,-0.00058263+0.00078529i,-0.0012206+0.00010608i,-0.00065819+0.00029884i,-7.6406e-05-3.7646e-05i,0.00021874-0.00055217i,-5.5358e-05-0.00068503i,-2.2959e-06-0.00053651i,0.00051739+0.00056063i,-0.00016951+0.00098748i,-0.00088068+0.00049466i,-0.00032331+0.00078748i,0.00046609+0.00040436i
0.00078071+0.00083928i,0.0011603-0.0001842i,0.0020843-0.0016063i,0.0024966-0.0020218i,0.0017084-0.0024516i,0.00013522-0.0024784i,-0.00064998-0.0018615i,-0.0011308-0.0011127i,-0.00082664+0.00059014i,-0.00019395+0.0013201i,-0.0001637+0.00032971i,-6.7751e-05-0.00020119i,3.6518e-06+0.00019934i,0.00013573+0.00094227i,0.00033004+0.00080166i,0.00041924+0.00011939i,-2.0309e-05+0.00046955i,-0.00045202+0.00010837i,-0.00082869-0.00038958i,-0.00075534-0.00038999i,-0.0002043-0.0010979i,0.00040128-0.0013548i,0.00045132-0.0011733i
-0.00010465+0.001348i,0.00037731+0.0012539i,0.00032649+0.0013741i,0.00033378+0.00099934i,0.00028593+0.00058585i,-0.00053992-0.00025067i,-0.00077003-0.00079577i,-0.00080315-0.00011879i,-0.00048049+1.2481e-05i,0.00059011+0.00025205i,0.00057277+0.0003216i,0.00012692+6.2693e-05i,-0.00039619-9.8263e-06i,-0.00050272-0.00022108i,0.00033484-2.3376e-06i,0.0005285+0.00028187i,-0.00051013-0.00016101i,-0.00095967-7.714e-05i,-0.00076236-9.8543e-05i,-0.0003578-0.00021622i,-5.1325e-05+0.00050905i,-0.00056318+0.00094141i,-0.00020919+0.00062794i
-0.00060489+0.00073369i,0.00072128+0.00099282i,0.0018519+0.00083284i,0.0021403+0.00022961i,0.0011521-0.0015585i,0.00052042-0.0014964i,0.00085743-2.5817e-05i,0.00076158+0.00048577i,0.0010074+0.00090829i,0.000416+0.00036317i,0.00017645+0.0001965i,0.00041191+0.00070147i,-0.00010368-0.00015577i,-0.00025516-0.0014888i,0.00023358-0.0010108i,0.0002704+4.1465e-05i,0.00066476+0.00027741i,0.00057082-0.00020367i,-2.4188e-05-0.00059639i,0.0002194-0.00031027i,8.7867e-06+0.00022129i,0.00042798+0.00030717i,0.00059972+0.00048695i
-0.00078049+0.00049073i,3.2956e-05+0.0010102i,0.00083198+0.0014443i,0.00088281+0.0014242i,0.001803+0.00054741i,0.0019752-0.00075406i,0.0012298-0.0014133i,0.00032191-0.00074136i,-0.00020788+0.00020329i,0.00058134+0.00047625i,0.00092494+0.00015644i,0.0007103-0.00075757i,0.00040216-0.0011799i,-0.00014716-0.00076392i,-0.0003646-0.00073562i,-0.0003983-0.00071103i,-0.00014059-0.00026808i,0.00016124+0.00021918i,3.5275e-06+0.00048995i,-0.0003649+0.00054626i,0.00015205+0.00024234i,0.00024927+0.00072201i,-0.00054003+0.00075354i
0.0020015+0.0002425i,0.0023695+0.00013335i,0.0032708-0.0020871i,0.003238-0.0026327i,0.0010997-0.0021299i,-0.0009602-0.0024213i,-0.0012255-0.0020066i,-0.00089347-0.00015117i,-0.0010894+0.0011838i,-0.00037151+0.0010717i,8.4558e-06+0.00031035i,8.884e-05+0.0002733i,-0.00018847+0.0001694i,-0.00054302-0.00049166i,-0.00026019-0.00019368i,0.00010856-0.00031492i,0.0003778-0.0003047i,-0.00011563+1.4562e-05i,-0.00037734+0.0001508i,-0.00025714+0.00071076i,-0.0006414+0.00050633i,-0.0006942-0.00030738i,-0.00026607-0.00051521i
-0.00074457+0.00086636i,-0.0012779+0.00098168i,0.00028819+0.00058654i,0.0015112-0.00033781i,0.00064022-0.0014496i,6.6753e-05-0.0018219i,-0.00014507-0.0010048i,-0.00019594+0.00012334i,0.00019858+0.00066288i,0.00066387+0.00027821i,0.00027421+0.00040286i,-0.00024619+0.00085338i,-0.00028005+0.00048937i,-0.0009335+0.00047462i,-0.00093569+0.00079537i,0.00010037-3.4559e-05i,0.00050756-0.00083679i,0.00029888-0.0008748i,0.00056638-0.0005592i,0.00074425-0.00017934i,0.00048573-5.947e-05i,0.00086627+9.27e-05i,0.0012663+0.00031668i
-0.00062854+0.00070579i,-0.0006307+0.00059098i,0.0009357+0.0021199i,0.0019639+0.0020157i,0.0012103-5.4935e-05i,-1.6351e-05-0.00079006i,-0.00056777-0.00036034i,-0.00033367+0.00064118i,-0.00029247+0.00085931i,0.00016973+0.00077528i,-3.1198e-05+0.00061628i,-0.00025271+0.00041243i,-0.0007291+0.00037716i,-0.00097679+0.00020306i,-0.0003687+5.3952e-07i,-0.00024577-0.00033916i,-6.2623e-05-0.00044647i,5.6071e-05-0.00044867i,4.2322e-06+1.8501e-05i,0.00018371+0.00075302i,0.00010697+0.00066893i,0.00042843+0.00035913i,0.00050142-2.2577e-05i
0.00096258+0.0034351i,0.0013957+0.0025812i,0.0036582+0.0018966i,0.0039731+0.00074779i,0.0030054-0.0017827i,0.0014841-0.0025731i,-0.00021127-0.0017743i,0.00022442-0.0004003i,0.0012218+0.00046197i,0.0007204+0.00022205i,8.9819e-05+5.7534e-05i,-0.00013271+0.00035967i,-0.00072688+0.0012102i,-0.00055068+0.00082945i,0.00010728+4.4303e-05i,0.00031134-0.00067894i,0.00039061-0.0010803i,0.00033984-0.00049846i,-0.00018825-0.00062873i,-0.00081306-0.00068379i,-0.00037733-4.8995e-05i,3.9567e-05+0.00043229i,-0.00038817+0.00031926i
0.0011267-0.0015772i,0.00013081-0.0014879i,-0.00027324-0.0027388i,-0.00019469-0.0034886i,-0.00031482-0.0027671i,-0.0012136-0.00047148i,-0.0012963+0.00053719i,-2.2494e-05+6.1862e-05i,0.00010981-0.00013448i,-0.00021159+0.00015862i,-1.7431e-05+0.00082862i,4.1657e-05+0.00096193i,0.00013258+0.00030006i,0.00057429-0.00030418i,0.0003602-0.00017475i,0.00028777+6.7362e-05i,5.89e-05-0.00067407i,-0.00026055-0.00051739i,-0.00031214-2.207e-05i,-0.00059258-0.00059359i,-0.00043731-0.00070519i,0.00012627+0.00013179i,0.00016336+0.0002585i
0.002106-0.0024775i,0.00067787-0.0015928i,-0.00067603-0.0022416i,-0.0012762-0.0024401i,-0.0018532-0.0023207i,-0.0014505-0.0021945i,-0.00079736-0.0005722i,-0.00036311-2.6426e-05i,-6.0949e-05-0.00037082i,0.00011171-0.00038721i,0.000571+0.0002848i,0.0010257+0.0010318i,0.00050279+0.00075555i,-0.00074419+0.00018797i,-0.00084019-7.0043e-05i,-0.00079369-0.0002087i,1.747e-05+6.2488e-06i,-0.00014358+0.00018158i,-0.00071621+6.7668e-05i,-0.00054461-0.00037113i,-6.095e-05-0.00068765i,-2.3789e-05-0.00018325i,-0.00049113-0.00039485i
-0.0018082+0.00083122i,-0.0010831+0.0011512i,-0.00067731+0.00086456i,-0.00050363+0.0014909i,-0.0010556+0.00073811i,-0.00050263-0.00056364i,7.4715e-05-0.0011749i,-0.00076112-0.0010106i,-0.0005009-8.8304e-05i,7.8812e-05+0.0014026i,0.0001468+0.0013854i,0.00044861+0.00053405i,0.0005094+0.0002547i,6.7708e-05-0.00037464i,-0.00025864-0.00043951i,-0.00051111+0.00023963i,-0.00037402+0.0005773i,0.00015607+0.00044376i,0.00020026-0.00038056i,0.0002218-0.0010491i,0.00040035-0.00030277i,0.00075358+0.0008754i,0.001269+0.00032208i
0.00013177-0.0012213i,-0.00070981-0.00088158i,-1.8896e-05+0.0003357i,0.00099083+0.00083475i,-0.00066351+0.00050593i,-0.0015793+0.0010689i,-0.00067092+0.0012619i,-0.00038118+0.00053391i,0.00012743+0.0005284i,0.00024811+0.0010939i,0.00023294+0.00028451i,0.00067613-0.00034749i,0.00013688+0.00012957i,-0.00017715+0.00053617i,-0.00012803+0.0005463i,5.8676e-05-0.00047497i,0.00011333-0.00075334i,5.728e-05+0.00053657i,-6.2414e-05+0.00061809i,-5.5093e-05+0.00075878i,-0.00038427+0.00065899i,0.00017864-0.00045953i,0.0008179-0.00031673i
0.0012548+9.9387e-05i,0.0013157+6.3079e-05i,0.0008584+0.00014031i,0.00068775-0.00077222i,0.00030874-0.0024508i,0.00068075-0.002141i,0.0004704-0.00037303i,-0.00075077+0.00076301i,-0.00060654+0.0010881i,-0.00040651+0.0010855i,-0.00044921+0.0015857i,-0.00047226+0.0016394i,-0.00041238+0.00051374i,0.00022464+0.00079233i,0.00058587+0.00086146i,0.00087833+9.7622e-05i,0.0011384-0.00021831i,0.0009858-0.00037302i,0.0011304-0.00012652i,0.00053553+0.00016908i,0.00027177+8.1215e-05i,0.0003287+0.00072682i,0.00016379+0.0010555i
0.0012808-0.00097637i,0.0010817-0.0013455i,0.00078502-0.0026331i,0.00061865-0.0019815i,0.00014852-0.0011677i,0.00061878-0.0015073i,0.0011391-0.00087277i,0.00098717-0.00024374i,0.00057375-3.2279e-05i,-7.6225e-05+0.00053459i,5.8315e-05+0.0011171i,0.00034682+0.0012406i,-0.00045246+0.00080194i,-0.00046472+0.00025824i,1.32e-05+0.00048414i,0.00046041-7.9958e-05i,0.00092539-0.00043236i,0.00041006-0.00022867i,0.00036989-0.00029817i,0.00073133+0.00027479i,0.0011133+0.0004032i,0.00092924-0.0004083i,0.00083219-0.00082359i
0.0010356-0.00061954i,0.00036064-0.0011079i,-0.00058913-0.0013354i,-0.00066898-0.00079847i,-0.00052732-0.00075039i,-0.00096984-0.0013789i,-0.00062555-0.00091195i,1.3192e-05+0.00045843i,-0.00085811+0.0010199i,-0.00085224+0.00061315i,0.0003806+0.00030485i,5.3771e-06+0.00079248i,-0.0006501+0.00068017i,9.9415e-05+0.00030788i,0.00045532-8.9032e-05i,0.0004499-0.00052449i,0.00018014-0.00074006i,-0.00011632-0.0010726i,0.00039192-0.0012878i,0.00041753-0.0013083i,-8.5159e-05-0.0013312i,-4.5037e-05-0.0002658i,-6.9807e-05+0.00020587i
-0.0017969+0.00040005i,-0.00028687+0.0011834i,0.00049739+0.0016334i,0.0012025+0.0015776i,0.0013814+0.0014852i,0.00084773+0.00068066i,0.00015628+0.00013537i,-0.00012704-6.104e-05i,-0.00013189+0.00029277i,9.9055e-06+0.00086248i,0.00018328+0.00051056i,6.7291e-05+0.00014123i,2.7686e-05+0.00025958i,-8.9355e-05+6.8878e-05i,-0.00071482-0.00034333i,-0.00075241-0.00021981i,-0.00012778+0.00012785i,-8.4187e-05+0.00017363i,0.00055977-7.5675e-05i,0.00067413+0.00010022i,0.00022245+0.00030398i,0.00029049+0.00019698i,0.00012895-0.00023842i
-0.00015339+0.00049568i,-0.00042424+0.00053509i,0.00082992+0.0011239i,0.0017685-0.0005496i,0.0016084-0.0025284i,0.0008463-0.0019437i,-9.0488e-05-0.0004195i,0.00015416+5.8192e-05i,0.00054651+0.00093526i,0.00050994+0.0012406i,0.0005681+0.00024914i,-0.00012534+0.00041136i,-0.00022388+0.0012428i,4.6729e-05+0.0007915i,4.2825e-05-0.00012215i,4.6149e-05-0.00046237i,0.00012086-0.0012359i,0.00043276-0.0018207i,0.0010246-0.0015898i,0.00096461-0.00044519i,0.00012974+0.0011635i,-0.0005989+0.0011718i,-0.00040384+5.7314e-05i
0.0017491-5.7021e-05i,0.0010596-0.00049952i,0.00035945-0.0011372i,-0.00011777-0.0011789i,-0.00048916-0.0013444i,-0.00058269-0.00075764i,-0.00017194-0.00034812i,-0.00033221-0.0003844i,-0.00073001+1.3119e-05i,-0.00063726+0.00053884i,-0.00010196+0.00085403i,-4.9985e-05+0.0004846i,-0.00052076+0.00025353i,-0.00032964+0.00030101i,-2.7543e-05+5.0008e-05i,-0.0005805-0.00013996i,-0.0010739+5.8176e-05i,-0.00064689+0.0010115i,-0.00029141+0.0011366i,-0.00025373+0.0011339i,0.00017907+0.0014863i,0.00032559+0.00070496i,0.00035127-0.000243i
0.0012852+0.00047597i,0.00058855-0.00032546i,0.00050442-0.00051875i,0.00048607-0.00040462i,0.00066546-0.00090475i,0.00075277-0.0011901i,0.00039271-0.0012828i,0.0001693-0.0003884i,0.0002106+0.00067651i,0.00021347+0.00064408i,0.0002709+0.00037629i,0.00038245-8.402e-05i,-0.00030574-0.00074333i,-0.00046451-0.00050426i,-0.00013303+0.00011865i,-0.00013088+1.336e-05i,-0.00036034-0.00033512i,-0.00058302-0.00090871i,-0.00021746-0.00078905i,-0.00029718-0.00023303i,-0.0002727+0.00027494i,6.4521e-05+0.00092849i,-0.00039574+0.00088453i
-0.0010042-6.3067e-05i,9.6518e-05+0.00015613i,3.2016e-05+0.0015093i,9.7804e-05+0.00079629i,0.00029603-1.8943e-05i,0.00018762-0.00061914i,0.0003504-0.00015375i,0.00053329+0.00043343i,0.00039595+8.0168e-05i,0.00022134-0.00042557i,1.1644e-05-7.8293e-05i,-0.00047609+0.00042324i,5.9839e-06+0.00040753i,0.00036303-0.0003325i,-0.0005048-0.00066445i,-0.00064139-0.00022867i,0.00018279-0.00010282i,0.0002155+0.00017863i,-0.00047026+0.0010613i,-0.0003984+0.001264i,0.00038151+0.00065901i,0.00053796+0.00029387i,0.00017725+1.2873e-06i
-0.0010433+0.00065145i,-0.00081824+0.00041288i,-0.00076931+0.00034737i,0.00052716+5.1343e-05i,0.00095332-0.00017114i,0.00025543-0.00065068i,9.5099e-05-0.00041933i,-0.00041301+0.00038775i,-0.00086697+0.0011209i,0.00028644+0.00087672i,0.00081716+0.00029093i,0.00023937+0.00031159i,-0.00035848+0.00061911i,-0.00026077+0.00046977i,0.00031413-6.9372e-05i,0.00029716-0.00048813i,0.00013946-0.00046i,5.3989e-05+4.5656e-05i,-0.00031317+0.00045735i,9.1443e-05+0.00067751i,0.00022915+0.00072617i,-0.00022622+0.00019191i,0.00037882-0.00033193i
0.0013829-0.00047729i,0.0014411-0.00066095i,0.0010071-0.00034131i,0.0011347-0.001384i,0.0013817-0.0018637i,-0.00022318-0.0011543i,-0.00080651-0.00080217i,-0.00014912-0.00047992i,-0.00027028+0.0010044i,0.00046631+0.0014289i,0.001147+0.00057051i,0.00028961+0.00047102i,-0.0001605+9.8529e-05i,0.00056422-0.00014747i,0.00086707+0.0004394i,0.00063498+0.00036896i,0.00067117-1.4921e-05i,0.00030818+0.00013493i,-0.00064822+0.00070438i,-0.001059+0.00058843i,-0.0011258+8.2894e-05i,-0.0007899+0.00063587i,-0.00041925+0.0006547i
0.00018139+0.00097064i,0.00046948+0.00030283i,0.00046785+0.00014466i,3.1207e-05-0.00034908i,-0.00060603-0.0025958i,-0.0019987-0.0029274i,-0.0022382-0.0012175i,-0.0018328-0.00086173i,-0.00093795-0.00019206i,0.00015561+0.00010046i,0.00084517+0.00011658i,0.00031919-0.00023948i,-0.00051417-1.4917e-05i,-0.00086629+0.00044052i,-0.00068325-0.00013326i,-0.00015122-0.00040713i,-2.5109e-05-0.00060235i,5.4682e-05-0.00016961i,0.00038665+0.00034236i,-0.00030415-9.2483e-05i,-0.00090623-0.00050659i,-0.00058277-0.00048288i,-0.00054087-0.00095637i
-0.00033625+0.00014496i,-0.00023239-0.00013329i,0.00032078+1.299e-05i,0.0011994-0.00047338i,0.0012722-0.0010549i,0.0004848-0.0010789i,-0.00020294-0.0010522i,-0.000519-0.00074216i,-6.1043e-05-0.00034543i,0.00040698+0.00037373i,0.00054193+0.00090655i,0.00033076+0.00032567i,5.7143e-05+2.7409e-06i,-0.0006088+0.00020939i,-0.0014109+0.00010341i,-0.0012367-9.7887e-05i,-0.0010649+0.00013354i,-0.0006059-0.00022613i,-0.00017177-0.00087629i,0.00012028-0.0014348i,-1.2914e-05-0.0010702i,0.0001679-8.055e-05i,0.00044968-0.00011465i
0.0003129+0.00090262i,-0.00038121+0.0020447i,-0.00033713+0.0021021i,0.00041389+0.00089853i,0.0009652+0.0003243i,0.0014923-0.00010429i,0.0010822-0.00044735i,-4.8617e-05-1.2303e-05i,0.0001648+0.00099367i,0.00093844+0.0018042i,0.0014698+0.0017271i,0.0012721+0.0011482i,0.00024915+0.00026626i,-0.00045359+0.00020813i,-0.00090717-0.00010571i,-0.00059669-0.0003181i,-7.9859e-05+0.00049737i,0.00012108+0.00019587i,0.00016757+7.8899e-06i,-0.00022174+0.00038381i,-0.00028321-0.00010995i,1.3635e-05-0.00015016i,0.00015288+0.00023596i
-0.00057577-0.00021924i,-0.00032737+0.00052135i,0.00032636+0.00054159i,0.00047573-0.00043182i,0.00071363-0.0015342i,0.0011279-0.0013267i,0.00087338-0.00055809i,-0.00039612+9.2849e-05i,-0.0020515+0.00056466i,-0.0019086+0.00095408i,-0.00073226+0.0013843i,-0.00022954+0.00074691i,-0.00015101+9.2734e-05i,0.00032153-0.00029797i,0.00030531-0.00013496i,1.273e-05-0.00072001i,5.854e-05-0.0012195i,0.00044745-0.00039528i,0.00050899-0.00025754i,0.00015248+1.6525e-05i,0.00070041+0.00016863i,0.00067507+0.00018209i,0.00018492+0.00011784i
-0.00071265+0.00098864i,-0.00074888+0.00077927i,0.00011137+0.0012245i,0.0011826+0.00085131i,0.00069447+0.00027774i,-0.00076299+0.00055881i,-0.00084206+0.00020278i,0.00022135-4.881e-05i,0.00076708+0.00016871i,0.00066969+0.00087665i,0.00047148+5.9755e-05i,0.00046155-0.00078173i,-0.00015414-6.9567e-06i,-0.00023378+1.9143e-05i,-1.6821e-05+0.00050736i,0.00033537+0.00087601i,0.00057923+0.00014292i,0.00028917+9.1073e-06i,-0.00022136+0.00049909i,-0.00076411+0.00041709i,-0.00061734-0.00015467i,0.00012209-0.00020631i,0.00089851+0.00016183i
0.001065+0.00041202i,-0.00022271-0.00047923i,-0.00052784-0.00033323i,0.001134-0.00075461i,0.0021809-0.0010311i,0.0013906-0.00064796i,0.00092595-9.0218e-05i,0.0010495+0.00049677i,0.00033282+0.0012498i,-2.638e-06+0.00076501i,0.00054+0.0001939i,0.00048367+0.0001941i,6.8268e-05-7.5664e-05i,0.00029466+0.00038181i,0.00056626+0.00080225i,0.00059181+0.00029085i,0.00032-0.00044533i,-0.00024941-0.0013555i,0.00016781-0.0012081i,0.00047635-0.00072427i,-1.3545e-05-0.00082444i,0.00011669-0.00021434i,0.00089201+0.00059586i
0.0013399+0.00088002i,0.0021706+0.00036573i,0.0030545-0.00066353i,0.0034955-0.0020687i,0.0023025-0.0033438i,0.00067715-0.002646i,1.2782e-05-0.00085688i,-6.784e-05+0.00011864i,-7.056e-05+0.00035612i,-9.7464e-05+0.00035138i,0.00041476+0.00061833i,0.00064329+0.00047295i,0.00015447+0.00038126i,-0.00072682-4.6458e-06i,-0.000746-0.00037301i,0.00018706-6.1734e-05i,0.0003637-7.8507e-05i,-0.0002213+1.6292e-05i,-0.00059432+0.00059867i,-0.00061667+0.00033775i,-0.00043318+0.00017041i,-0.0003068+0.00076871i,-0.00064329+7.0269e-05i
0.0016155+0.00080733i,0.0019942+0.00060255i,0.0017548+3.1982e-05i,0.0019677-0.00056579i,0.0015333-0.00053825i,0.00083406-0.00070334i,0.00026862-0.00074686i,-0.00034137-6.5421e-05i,0.00019882+0.0008875i,0.0010595+0.0010494i,0.00050325+0.00054481i,6.271e-05+0.00010301i,0.00024882-0.00012516i,0.0002413-0.00020753i,-0.00067593-0.00011385i,-0.0014226+0.00017926i,-0.00070135+0.0005877i,0.00014257+0.00064648i,0.00077747+0.00027392i,0.00073454+0.00012115i,0.00035853+0.00046708i,0.00067939+0.00092628i,0.00048979+0.00021493i
-0.00026087+0.00036307i,0.0012064+0.00031306i,0.0021223+0.0013393i,0.0022885+0.0010476i,0.0014193-0.00064316i,0.00046246-0.0010357i,-0.00013164-0.00037606i,-0.00017684+0.00018203i,-0.00029274+0.00041082i,-3.6679e-05+0.00048356i,0.0003228+0.0008641i,-0.00025965+0.0007919i,-0.00067328+0.0006061i,-0.0005677+0.00064453i,-0.00047273+0.00042058i,-0.00018835+0.0001548i,-0.00017438-0.00039259i,-0.00015913-0.00033434i,0.00023297+0.00048183i,3.1109e-05+0.00063315i,-0.00020909-8.4417e-05i,0.00046829-0.00060156i,0.000553-0.00079341i
