-0.0055718-0.00054364i,-0.0056725-0.0019401i,-0.0065381+0.00047583i,-0.0055885+0.0027788i,-0.003169+0.0026875i,-0.0011257+0.0024326i,-0.00038089+0.0029669i,0.00044036+0.0026583i,0.00055471+0.002106i,0.00046723+0.0017743i,-0.00014954+0.0012138i,-0.0011365+0.00081279i,-0.00059743+0.00013255i,-0.00019018-0.001368i,0.00013702-0.0015102i,-0.00026242-6.666e-05i,-0.00065568+0.00095337i,-1.984e-05+0.00056963i,0.00078697-0.00031705i,0.00086603-0.00026643i,0.00065544+0.00017555i,0.00047573-0.0005993i,-1.8922e-05-0.0009669i
-0.001005-0.0016371i,-0.0016497-0.0018219i,-0.0024063-0.0010015i,-0.0027671+0.00068689i,-0.0021432+0.004284i,0.00011652+0.00612i,0.0020717+0.0039384i,0.0011878+0.0021606i,0.00048003+0.0015646i,0.0004029+0.0017743i,6.9065e-05+0.0017623i,0.00031752+0.0013569i,0.0010561+0.001087i,0.00075645+0.00022428i,0.00013541-0.00039459i,0.00060751-0.00034445i,0.00054794+4.5419e-05i,0.0006503+0.00024705i,0.00068637-0.00031156i,-0.00020581-0.00069106i,-0.00075065-0.00025009i,-0.00059062-0.00056217i,-0.00045831-0.0005754i
-0.0010429-0.0015642i,-0.0019184-0.0015032i,-0.0025834-0.0011391i,-0.0033476+0.00021569i,-0.0021607+0.0012868i,0.00029744+0.0014175i,0.0014265+0.00079607i,0.0012175-0.00030491i,0.00089267-0.00086883i,0.0013148-0.00014414i,0.0010682+0.00038742i,0.00021705-6.196e-05i,4.8533e-05-0.00033201i,0.00040056-0.00077991i,0.00029796-0.0014949i,0.00027715-0.0014192i,0.00050716-0.00049839i,0.00055097-0.00021019i,0.00013509-0.00037724i,-0.00030956-8.2971e-05i,-0.0007321+0.00014216i,-0.00068039+0.00029329i,-0.00025038+0.00036122i
-0.0015697-0.0026536i,-0.0014935-0.0014341i,-0.0010824-0.00045032i,-0.0014892+0.00098005i,-0.0022435+0.0017678i,-0.0022246+0.0014347i,-0.0021917+0.00011368i,-0.001731-0.0011358i,-0.00072208-0.00085207i,-0.00041666+0.00038401i,-0.00095449+0.0007301i,-0.00091832+0.0003144i,-0.00052953+0.00047006i,-0.0011391+0.00040268i,-0.0015908-3.9774e-05i,-0.00043264-4.0687e-05i,4.6332e-05+0.00052913i,-2.2172e-05+0.0014071i,0.00080063+0.0019345i,0.0013671+0.0012799i,0.00068711+0.00036038i,-4.0685e-05-0.00046377i,-9.8447e-05-0.0005835i
-0.00041655+0.00067165i,-0.0008789-0.00061524i,-0.001213-0.00010559i,-0.00076866+0.00053169i,-0.001518+0.00099605i,-0.0025611+0.0010879i,-0.002519+0.0013634i,-0.0016726+0.0017561i,-0.00069306+0.00092262i,3.248e-05+0.00022543i,-9.001e-05+0.00041887i,-0.00055261+0.00055239i,-0.00050755+0.00060421i,-2.0466e-05+0.00065852i,0.00028602+0.00019194i,0.00072216-8.8964e-05i,0.00048679+0.00023834i,-0.00037047+0.00014299i,-0.00066891+0.0001751i,-0.00030471-0.00016964i,0.00044482-0.00058294i,0.00097236-0.00069812i,0.00099808-8.2021e-05i
-0.0022808-0.0022936i,-0.0019538-0.0022738i,-0.001356-0.0014087i,-0.0018068+0.00034128i,-0.0019365+0.0017907i,-0.001778+0.0026991i,-0.0014106+0.0029264i,-0.00055939+0.0026188i,-0.00074244+0.0021815i,-0.0011693+0.0017018i,-0.00089124+0.0011263i,-0.0004683+0.00050196i,0.00021588-0.00018332i,0.0008566-0.0003143i,0.00057592+8.4337e-05i,0.0002256+0.00044327i,-0.00022064+0.00011964i,-0.00035039-6.6887e-05i,-0.00024916+2.5842e-05i,-0.00022693-0.00024239i,-0.00072606-0.00031197i,-0.00044795+2.5722e-05i,8.1817e-05+8.5677e-05i
-0.0037079-0.0016738i,-0.003795-0.0011648i,-0.0037452+0.00057i,-0.0033826+0.0026829i,-0.0022036+0.0045185i,-0.00030256+0.0042138i,0.0010018+0.0022646i,0.0013749+0.0015068i,0.00083213+0.0015279i,0.00014713+0.00099186i,5.9707e-05+0.00032748i,0.00032991-0.00021091i,5.8574e-05-0.00042374i,-0.00043789+6.3342e-05i,-0.00092658+0.00011145i,-0.00050101-0.00022565i,0.00022199+0.00026912i,-0.0006192+0.00030748i,-0.0011695-5.4698e-05i,0.00021416-0.00023544i,0.00094029-0.00050643i,-0.00055107-0.00059487i,-0.0013464-0.00067071i
-0.00144+0.0033453i,-0.0021059+0.0022153i,-0.0025819+0.0018987i,-0.0016774+0.0027629i,0.00029902+0.0036406i,0.0012876+0.002792i,0.0014113+0.0010031i,0.00059207+0.00057396i,2.1441e-06+0.0010212i,0.00077848+0.00080412i,0.0012355+0.00010361i,0.0012642+0.00033521i,0.00076-4.403e-05i,-0.00023577-0.00073168i,-0.00077789+0.00021843i,-0.00095753+0.00093262i,-0.00047951+0.00019855i,0.00013977-6.9736e-05i,-9.113e-05+0.00025214i,-0.00033885+0.00047357i,0.00030611+0.00025364i,0.00042484+0.00021204i,-9.4037e-05+0.00039229i
-0.0010424+0.00046606i,-0.0015674+0.00044278i,-0.00056758+0.00084415i,0.00034862+0.0018518i,-0.00045491+0.0022869i,-0.00056322+0.0009824i,-0.000911-0.00083275i,-0.0012817-0.0013575i,-0.00039953-0.00011298i,-0.00015633+0.00099787i,9.5545e-05+0.000876i,5.5545e-05-4.8799e-05i,-0.00082491-0.00077852i,-0.00086113-0.00033703i,-0.00027255-0.00063485i,7.7208e-05-0.0013317i,0.00077797-0.00048654i,0.00070954+0.00036702i,-5.9295e-05+0.00070446i,0.00016323+0.0005643i,0.00066498-4.1647e-05i,7.4363e-05-0.00040068i,-0.00060193-0.00067392i
0.00151-0.00043657i,0.00057646-0.00031621i,0.00045475-0.0011341i,-0.00031613-0.00072105i,-0.0016369+0.00027858i,-0.0024285+0.0021561i,-0.0016641+0.0024905i,-0.00076653+0.0014676i,-0.0007713+0.0010738i,-0.0011186+0.00032734i,-0.001127+0.00058483i,-0.00082393+0.0010371i,0.00016886+0.00035749i,0.00074042+6.1507e-05i,0.0005302-0.00010771i,0.0007296-0.0003562i,0.00095002-0.00049755i,0.00052195-0.00025314i,-0.00022502-0.00015302i,-0.00057997+0.00011057i,-0.0010569+0.00024775i,-0.0014466-0.00064483i,-0.0004228-0.0010726i
0.00016989-0.00076583i,-0.00054813-0.00066364i,-0.00039287-0.0011567i,-0.00071307-0.00093247i,-0.0019511+0.0010684i,-0.0024396+0.0027993i,-0.0009317+0.0033169i,0.00014928+0.0021812i,0.00031714+0.0014751i,0.00057795+0.0014297i,0.00011027+0.00018134i,-0.0007044-0.00029308i,-0.00078296+0.00017485i,0.00014217+0.00046356i,0.00062012+0.000881i,-0.00020759+0.00057637i,-9.0134e-05+0.00032871i,0.00049687-6.95e-05i,-0.00028516-0.00059342i,-0.0006583-0.00048462i,-0.00029745+0.00028731i,-0.00030572+0.00081532i,-0.00013179+0.0001673i
-0.00022673+0.00032727i,-0.00034082-0.00057715i,-0.00036534-0.0014237i,-0.0011392-0.00074972i,-0.0021273+0.0011146i,-0.0023648+0.0020142i,-0.0013897+0.0017666i,-0.00037411+0.0010811i,0.00066777+0.00097417i,0.0011529+0.00014001i,0.00071319-0.00036803i,-4.5533e-05-1.5381e-06i,-0.00058494-4.8472e-05i,5.2668e-05-0.00011022i,7.0963e-06+3.9799e-05i,-0.00039631-0.00022448i,-5.4649e-05-0.00038643i,0.0004687-0.00014959i,0.00025903-4.856e-05i,-0.00064805-0.00012124i,-0.00044777+0.00051932i,-0.00035183+0.00031057i,-0.00088005-0.00047429i
0.0015932+0.00053417i,0.0021567+0.00025194i,0.00093159-6.6881e-05i,-0.0014285+6.4226e-06i,-0.0018241+0.00052058i,-0.00057539+0.001532i,0.00051416+0.0014313i,0.001049+0.00031288i,0.00079838-8.4415e-05i,0.00031876-0.00028321i,9.5293e-05-0.00011542i,4.9975e-05-0.00063464i,-6.6287e-05-0.0011258i,4.2998e-05-0.00077762i,0.00012802-0.00077555i,-0.00031762-0.00021173i,-1.1982e-06+0.00011549i,0.00034993-0.00055277i,0.00010191-5.5029e-05i,8.9069e-05+0.00033423i,-1.0934e-05+4.4084e-05i,0.00026944-0.00050031i,0.00029123-0.00056479i
-0.00062378+0.0011203i,-0.00046764+0.00077635i,-0.0014496+0.001103i,-0.0024094+0.0012451i,-0.0027766+0.0017214i,-0.0020867+0.001477i,-0.00072572+0.00081966i,-0.00051791+0.0001991i,-0.00059483-0.00054777i,-0.00010842-0.00037602i,0.00018149-0.00051219i,-0.00027747-0.00022836i,-0.00036558+0.00049953i,0.00011424+0.00018567i,0.00027037-0.00055189i,-0.00030853+0.00029198i,-0.0010617+0.0008731i,-0.00059984+0.00037284i,0.00044523+0.00020521i,0.00036735-0.00075696i,0.00034706-0.00091587i,0.0002118-4.9998e-05i,-0.00035425+0.00011942i
-0.00054889-0.0001997i,-0.0012002-0.0015176i,-0.00036033-0.0013536i,-0.00047158-0.00033685i,-0.0014591+0.00068701i,-0.0013689+0.001146i,-0.0013193+0.0011479i,-0.00072259+0.0003841i,-0.00017777-0.00022098i,-0.00049274-0.00050915i,0.00010592-0.0002614i,0.00052983+0.00017665i,0.00010528+0.00040985i,0.00021245+0.00060475i,0.00013144+0.00018554i,-0.00063941-0.00044286i,-0.00076083-0.00039458i,-0.0003478-0.00048721i,0.00014803-0.00035666i,3.4095e-06+4.0518e-05i,-0.00045443-0.00045561i,-0.00091899-0.0012169i,-0.00091666-0.00063483i
0.00058168-0.00046331i,0.0010117-0.00059394i,-0.00070223-0.00030219i,-0.0022467+0.00071493i,-0.0016511+0.0011576i,-0.00054167+0.0013561i,0.00054333+0.0013168i,0.00068556+0.0010156i,-5.2644e-05+0.0011905i,-0.00031113+0.0014435i,7.6764e-05+0.00068355i,0.00017446+2.9569e-05i,0.00034755-0.0001724i,0.00098465-3.7777e-05i,0.001227+0.00037205i,0.0010446+0.0005499i,0.00094005+0.00014336i,0.0010637-0.00013478i,0.00076675-0.00050215i,0.00018126-0.00079281i,-0.00014392-0.00010504i,-0.00021851+0.0003911i,-5.7467e-05-8.3662e-05i
0.00019449+6.103e-05i,0.00017092-0.000213i,-5.0761e-05-0.00088604i,-0.00091421-0.00051689i,-0.0020913+0.00094961i,-0.001348+0.0021227i,0.00018615+0.0017743i,0.00095309+0.00094899i,0.0005383+0.00062846i,0.00066164+0.00096741i,0.0010895+0.0010939i,0.00071509+0.00022724i,0.0010395-0.00025426i,0.0010276+0.00033312i,0.00025547+0.00063787i,-0.00014574+0.00013643i,-0.00089308-3.3038e-05i,-0.00086293+7.7288e-05i,-0.00017668-0.0001682i,0.00015515-0.00057865i,0.00041013+0.00019122i,0.00036328+0.00062475i,-0.00030256+0.00044826i
0.0010529-0.00061044i,-0.00033272-0.0015362i,-0.0011933-0.0025051i,-0.0026656-0.0011243i,-0.0037735+0.0011097i,-0.002753+0.0019575i,-0.00090246+0.00066063i,-0.00037847-0.00048979i,-0.00031855-0.00044033i,-0.00065781-0.00037883i,-0.001549-9.333e-06i,-0.001838+0.0010466i,-0.00092789+0.0007628i,-0.00036469+8.932e-05i,-0.00017331+0.00041595i,0.00026058+0.00037975i,0.00021468-0.00062946i,-0.00023583-0.00062692i,-0.00021023+0.00058098i,0.00013801+0.00033099i,2.6421e-05+4.4829e-05i,-0.00058413+0.0001629i,-0.00042127-0.00029774i
-0.00033591-0.00014082i,-0.0012392-0.0010432i,-0.0013554-0.00068696i,-0.0012872+0.00053558i,-0.001595+0.0019217i,-0.002151+0.0022152i,-0.001206+0.0021089i,-0.00071137+0.0015357i,-0.0010488+0.00081038i,-0.00038821+0.00029453i,-8.5682e-05-0.00024106i,-0.00017458-7.3592e-05i,-0.00023421+0.00013298i,-5.4694e-05-0.00018104i,0.00021037-4.4163e-05i,-7.6655e-05+0.00059366i,-0.0001288+0.00058691i,-0.00057094+8.9067e-05i,-0.00049986+0.00022501i,0.00042139+0.00027839i,0.00029954-0.00036104i,-0.00081821-0.00067201i,-0.0010913-2.5651e-05i
-0.0016707+0.0018578i,-0.00098098+0.0016053i,-0.00055865+0.0020347i,0.00045796+0.0018304i,0.00091741+0.0016202i,0.00060318+0.0015529i,-0.00019975+0.0013712i,-0.00082291+0.0010485i,-0.00085532+0.0007131i,-0.00029595+0.00072211i,0.00065578+0.00061594i,0.00028784-0.00028185i,-0.00021628-0.00087976i,-0.00042557+4.0173e-05i,-8.6496e-05+0.00024741i,0.00024594-9.2526e-05i,0.00053017+0.00044299i,0.00047244+0.00084615i,-0.00017756-0.00013181i,-0.00026193-0.00073269i,-0.00044708-0.00057781i,-0.00051395-0.00033314i,0.00014371-5.9053e-05i
-0.00038982+0.00060617i,-0.00046239+0.00038259i,-0.00041923+0.001742i,-0.00061096+0.0018565i,-0.00083025+0.0014639i,-0.00025834+0.0012624i,0.00064428+0.0011712i,0.0011225+0.0013189i,0.0006341+0.0012452i,0.00030808-1.6937e-05i,-1.5703e-06-0.00076731i,-0.00020497-0.00035182i,4.2609e-05+0.00041572i,0.00010215+1.1639e-05i,-0.00030494-0.00073174i,-0.00033438-0.00056257i,0.00030133-0.00027471i,0.00029511-0.00026959i,-0.00056002-0.0010457i,-0.00065867-0.00083698i,-0.00046329+0.00041212i,-0.00076895+0.00080843i,-0.00097661+0.00049777i
-0.00014253+0.00030373i,-0.0005779+0.00029092i,-0.00028568-0.001802i,-0.00069676-0.0011976i,-0.00022976+0.00091167i,-0.00015043+0.00053387i,-0.00060521-0.00061844i,-0.0009266-0.00024396i,-0.00078463+0.00083899i,-0.00053355+0.00031858i,-0.00085276-0.0004882i,-0.00088973-0.00045565i,-0.00051098-0.00016368i,-0.00026311+0.00052926i,3.1292e-05+0.00090476i,0.00012219+0.00030587i,-0.00014594-0.00068157i,0.00013409-0.0015197i,0.001084-0.0011037i,0.0010239+0.00019039i,0.00059315+0.00037374i,0.00045521-0.00032578i,7.8457e-05+0.00015075i
-0.0022159+0.0010993i,-0.00091041+0.00058522i,0.00063465+0.00035672i,-7.5288e-05+0.00099936i,-0.00076067+0.001323i,-0.0012554+0.001307i,-0.0016092+0.0018362i,-0.0010105+0.0015714i,-0.0009696+0.0011777i,-0.00096194+0.0010795i,-0.00026658+0.0009583i,0.00026884+0.00012308i,0.00047564-0.00046819i,-0.0001405-0.0010166i,-0.00027278-0.0012996i,-0.00028893-0.0009451i,-0.00055985-0.00018649i,-5.1827e-05+0.00067981i,-0.00020331+0.00082476i,-6.844e-05+3.7798e-05i,0.00035248-0.00044699i,3.9467e-05-0.00028266i,-0.00026997+1.7675e-06i
-3.3422e-05+0.0031241i,-0.0012212+0.0017156i,-0.00036926+0.0011539i,0.00071481+0.0018883i,0.0012657+0.0017989i,0.00080511+0.0013239i,0.00067633+0.0013945i,0.000534+0.001676i,-4.6287e-05+0.0017459i,0.00082042+0.00096317i,0.00123-0.00014101i,0.00065154-0.00032754i,-1.6029e-05-0.00069533i,-0.00043181-0.00099545i,-0.00021887-0.00074306i,1.4604e-05-0.00028879i,0.00023874+0.00094127i,0.0003019+0.0012936i,-0.00052778+0.00030293i,-0.00029085-0.00049253i,0.00025168-0.00013643i,7.7079e-05+0.00031735i,-0.00062785+5.0451e-05i
-0.00013449-0.0022677i,-0.0016313-0.002575i,-0.0022573-0.0026334i,-0.0033367-0.00092416i,-0.0038047+0.0020408i,-0.0023041+0.004375i,-0.00054398+0.0035878i,0.00014417+0.0019821i,0.00011656+0.00085857i,0.00036453+0.0004834i,-0.00028161-5.0435e-05i,-0.00093652-0.00047017i,-0.00054859+0.00016895i,-0.00022456+0.00048272i,-0.00053919+0.00013975i,-0.00045454-0.00019218i,-0.00028378-0.00026682i,-0.0003963-0.00054762i,-5.5868e-05-0.00054048i,-0.00010897-5.0256e-05i,-0.00057361-0.00026891i,-0.0011348-0.00074537i,-0.0015362-0.0006975i
-0.0012953-0.0021878i,-0.0012278-0.0010372i,-0.0024812+0.00032617i,-0.002769+0.0016167i,-0.001479+0.0027388i,-0.00060413+0.0028869i,0.00059421+0.0012749i,0.00098921+0.0010041i,2.2254e-05+0.0011035i,0.0002757+0.00041022i,0.00043729+0.00053722i,-0.00017223+0.00092975i,-0.00025675+0.00067688i,0.00041192-0.00088241i,0.00064362-0.0022913i,0.00035442-0.0016167i,-0.00042601-0.00021265i,-0.00086102-0.00014345i,-0.00084252-0.00028563i,-0.0012304+0.00032864i,-0.0013485+0.00063746i,-0.00038114+0.000183i,-0.00019781-0.00035373i
-0.00013227-0.00028924i,-0.0003573-0.00023466i,-0.00090775+5.4389e-05i,-0.0011267+2.9936e-05i,-0.001066+0.00067211i,-0.0012217+0.0014266i,-0.0012096+0.0011581i,-0.00090541+0.00072032i,-0.00031421+0.00012042i,-0.00012146-0.00074231i,-0.00017052-0.00049755i,0.00011172+0.00023386i,-0.00031452+0.00045483i,-0.00092293+0.00035629i,-0.00066631-4.1574e-05i,0.00020629-2.0977e-05i,-0.00027081+0.00024078i,-0.0012509+0.00064438i,-0.00078174+0.0002093i,-2.2053e-05-0.00060758i,8.3395e-05-0.00018258i,0.00033302-2.5343e-05i,0.0012587+0.00026985i
-0.0019025+0.00065138i,-0.0015804+0.00044825i,-0.0019305+0.00012778i,-0.0023876+0.00058548i,-0.002385+0.0011684i,-0.0019136+0.0013999i,-0.0018259+0.0015338i,-0.001688+0.0014761i,-0.00057433+0.0011611i,0.00042103+0.00072886i,0.00067084+0.00028503i,-0.00010401-8.0967e-05i,-0.00067161-0.00015526i,-0.00060598-0.00087766i,-9.5429e-05-0.0012204i,0.00053524-0.00063062i,0.00062071-0.00022809i,0.00021065-0.00035965i,0.00045295-0.00038173i,0.00057803-0.00022403i,0.00047892-0.00075882i,0.0001953-0.0010774i,-0.001035-0.0005828i
-0.0015333-0.00017088i,-0.0022885-0.0007421i,-0.0029203+0.00039929i,-0.0030212+0.0021553i,-0.00258+0.0033298i,-0.0014474+0.0044864i,-0.00059712+0.0039806i,-0.001165+0.0025524i,-0.00195+0.0016113i,-0.0010698+0.0016333i,3.23e-05+0.001982i,0.00047579+0.00060548i,0.00066973-0.00084459i,0.0003452-0.00063563i,0.00034533-0.00018442i,0.0003722-4.0338e-05i,0.00037223-0.00030797i,0.0003126-0.00087076i,-0.00026387-0.00037597i,0.00045685-0.00011082i,0.0012112-0.00056248i,0.00034795-0.00047013i,-0.00061384+0.00047399i
0.0013847+0.0021188i,0.0020434+0.0024916i,0.0019468+0.0014619i,0.00072184+0.00097068i,-0.00042499+0.0020883i,-0.00013231+0.0021504i,0.0011938+0.00097848i,0.0010305+0.00014489i,0.00011452-0.0002299i,0.00033971-0.00023548i,0.00047687-0.00018196i,0.00024622-0.00025513i,0.00052383-0.00020498i,0.00052247+0.00058123i,-0.00038456+0.0010171i,-0.00072858+0.00052947i,-6.3243e-05+0.00058038i,0.00029141+0.00066343i,-1.11e-06-0.00028865i,-0.00028879-0.00041409i,-0.00089869+0.00014156i,-0.00067755-0.00027389i,-0.00064835-0.00088894i
0.0021455-0.00044111i,0.00094531-0.00076769i,-0.00075742-0.00023303i,-0.00079475+0.0003476i,-0.00094278+0.00083362i,-0.000588+0.00075858i,-0.00016492-0.00068467i,4.856e-05-0.0010904i,0.00065316+8.9652e-05i,0.0011373-0.00016045i,0.00039884-0.001181i,-0.00035884-0.00045393i,0.00017809+0.00049334i,0.00039844+0.0006393i,-2.0369e-05+6.5893e-05i,-0.00086921-0.00039888i,-0.0011246-0.0004574i,-0.00015846-2.4083e-05i,0.00041541+0.00077912i,0.00059839+0.0011254i,0.00087729+0.0014449i,0.00037701+0.00063642i,-0.00056917-0.00038142i
0.0019993-0.0025302i,0.0018738-0.0030236i,0.00020245-0.0033438i,-0.0019686-0.0028491i,-0.0034215-0.0007656i,-0.0043358+0.0010756i,-0.0032894+0.0015218i,-0.0013257+0.00089706i,-0.00038122-6.01e-05i,-0.00067573-0.00065439i,-0.00091106-0.00087482i,-0.00028887-0.00034721i,-0.00018829+0.0006906i,-0.00027737+0.00086063i,8.2921e-05+0.00029098i,0.0002791-0.00036789i,0.00052864-0.00041526i,6.5586e-05+0.00036303i,-0.00039771+0.00050275i,-0.00024538+0.00021088i,0.00040685+0.00014669i,0.0010107-0.00014804i,0.00056874-0.00042329i
0.0010079-0.00093966i,0.0010021-0.001069i,0.00035048-0.0012311i,-0.00070062-0.00087049i,-0.0022245+0.0006652i,-0.0037221+0.0020264i,-0.0029917+0.0023225i,-0.001175+0.0011402i,-0.001088+4.942e-05i,-0.0021299+0.00015305i,-0.0019788+0.00026042i,-0.00093376+9.8861e-05i,-0.00018641+0.00028253i,-0.00030074-0.00019446i,-0.00099571-0.00012063i,-0.0010068+0.00048417i,-0.00082998+0.00093203i,-0.0006046+0.00095209i,-0.00021601+0.00035083i,0.00038636+0.00020334i,0.0006089+0.00013574i,-7.099e-05+0.00014751i,-3.2922e-05-0.00040937i
0.001788+0.00021181i,0.0022598-0.0001481i,0.001328-0.00038094i,-0.001052-0.0016043i,-0.0027013-0.00046956i,-0.0029941+0.0022832i,-0.0014308+0.0032027i,0.00017387+0.0016958i,6.0464e-05+0.00097318i,0.00014563+0.00088488i,0.00083473+0.00035347i,0.000833-0.00019987i,-0.00022086-0.00030523i,-0.00045533-0.0003547i,0.00023794+1.4992e-05i,0.00046173-0.00010119i,0.00028464-0.00012431i,0.000632+0.00014073i,0.0005336+9.4909e-05i,-0.00062296-0.00098909i,-0.00098082-0.0010719i,-0.00070767-5.2855e-05i,-0.0001084-0.00021706i
-0.0015715-0.00078363i,-0.0016819-0.000911i,-0.002713-0.00046148i,-0.0030328+0.0005585i,-0.0010157+0.0023864i,3.8907e-05+0.0031209i,0.00083034+0.0016981i,0.001519-0.0001721i,0.0013573+2.2084e-05i,0.0013025+0.00083063i,0.0016348+0.00019061i,0.0011223-0.00027082i,0.00052672+2.8886e-05i,0.00071686+0.00038623i,0.00066724+0.00016082i,2.9594e-05-4.9245e-05i,0.00029591+0.00039197i,0.00081813+0.00070117i,5.4634e-07+0.0004521i,-0.00094849-7.4612e-05i,-0.0007889-0.00013355i,-0.00011671+0.00015071i,0.00052465+5.3509e-05i
-0.0011067+0.00086584i,-0.00022572+0.00028347i,0.0003548+0.00096784i,0.00040901+0.0020379i,0.00099302+0.0019694i,0.0014202+0.0019116i,0.00081172+0.000703i,0.00020371+0.000137i,0.0004473+0.00092608i,0.0012598-0.0001371i,0.0008747-0.0016851i,-0.00052169-0.0016567i,-0.00043061-0.00049074i,-6.8024e-05+0.00056287i,-0.0004774+0.00068728i,-6.7174e-05+0.00052153i,0.00015561+0.00073328i,-0.00033488+0.00054116i,-0.00048763-0.00013555i,-0.00059967-0.00017458i,-0.00011741+0.0002718i,-1.0069e-05-6.6314e-05i,-0.0002598-0.00024096i
0.00058859-9.7276e-05i,8.1927e-06+0.00022985i,-0.0013192+0.0015726i,-0.0017215+0.0017252i,-0.0014407+0.0013274i,-0.0016704+0.0014375i,-0.0015922+0.001327i,-0.001289+0.00093816i,-0.0014817-0.00013385i,-0.0014582-0.001226i,-0.0013158-0.0016314i,-0.0013423-0.0016392i,-0.00093644-0.00096439i,-0.00055993-3.5985e-05i,-0.00018851-7.0403e-05i,0.00047371+4.3674e-05i,0.00073918+0.00073542i,0.0010182+0.00094763i,0.00067931+0.00059434i,0.00048264+0.00030003i,0.00060925+0.00019283i,0.00033975+0.00050796i,0.00015761+0.0004855i
-0.00014132-0.0007132i,0.00050073-0.0012373i,0.0011676-0.0015611i,-0.00071011-0.00098213i,-0.0028758-8.6204e-06i,-0.0035689+0.0015426i,-0.0025876+0.0027462i,-0.00063325+0.0020943i,-0.00033991+0.00087602i,-0.0016597+0.00051507i,-0.0022132+0.00083257i,-0.0011906+0.0011535i,-0.00011533+0.0012243i,-0.00022993+0.00052144i,-0.0010132-0.0002776i,-0.0011912-0.00044643i,-0.00012809-0.00047278i,0.00015195-0.00067321i,0.00039769-0.00057786i,0.0004448-0.00019956i,-9.3643e-05-0.00019161i,8.7427e-05-0.00033291i,0.0004508+6.2453e-05i
0.00081643-0.00090402i,0.00034248-0.0019352i,-0.00092009-0.0014586i,-0.0018463+4.3728e-05i,-0.00247+0.0020095i,-0.002316+0.0034711i,-0.00017885+0.0033028i,0.0012936+0.0024566i,0.00066266+0.0015011i,0.00044256+0.0014529i,0.00032273+0.0014931i,-0.00074068+0.00056534i,-0.00095081-0.00034648i,-0.00023811-0.00028991i,-0.00040871+0.00023484i,-0.00091934+5.5763e-05i,-0.001069+0.00019121i,-0.00072211-4.7199e-05i,-0.00027184-0.00044025i,-0.00022897+0.00011917i,-0.00058217+0.00015762i,-0.00050982-6.6862e-05i,-0.00062034+0.00032824i
0.0013965+0.00033585i,0.0015782-0.0012323i,0.00021734-0.0014571i,-0.0022817-0.00029418i,-0.0025713+0.0016651i,-0.0013729+0.003157i,0.00055655+0.0025733i,0.00081993+0.0013965i,-3.0803e-05+0.0010743i,0.0004174+0.00070041i,0.0010677+0.00041871i,0.00050536+0.00077234i,-2.2268e-05+0.00058775i,-0.00017579+0.00028777i,1.3272e-05+9.9046e-05i,-6.4227e-05+4.409e-05i,-0.00016425+0.00019564i,4.2788e-06+1.6674e-05i,0.0001489-0.00066415i,0.00012768-0.0011469i,0.00014769-0.00081642i,0.00037042-0.00025586i,0.00072315+0.00017847i
-0.001903-0.00099605i,-0.0021464-4.1251e-05i,-0.001996-0.00070906i,-0.0015577-0.00067363i,-0.0012613+0.0019349i,-0.00090318+0.0017951i,-0.0014281-0.00038987i,-0.0017293-0.0010044i,-0.00065702-0.00098768i,0.00082674-0.00086695i,0.00018179-0.00074926i,-0.0010327-0.00099193i,-0.0008348-0.00071345i,-0.00029902+0.00053757i,0.00024009+0.0010996i,0.00060423+0.00069659i,0.00011143+0.00016997i,-1.5441e-05-0.00048212i,0.00035326-0.00014778i,8.4406e-05+0.00019051i,-0.00082373+0.0004624i,-0.00081433+0.00089744i,-0.00014186+0.00067329i
-0.0010993-0.0021936i,-0.00086655-0.0015458i,-0.0020064-0.00091591i,-0.0023745+0.00010619i,-0.0010997+0.00048429i,-0.00081477+0.00043138i,-0.0015351+0.00062671i,-0.0012411+0.0007838i,-0.00038711+0.00045671i,-1.6505e-05-0.00040326i,-0.00052592-0.00070452i,-0.0012251-0.00062064i,-0.001164-0.00063437i,9.5664e-05-0.0011279i,8.8548e-06-0.00081106i,-0.00033842+0.00046458i,4.4772e-05+0.00074013i,-0.00018056+0.0003332i,-0.00015539-2.4806e-05i,-0.00018769-0.00010609i,-0.00025415+0.00039842i,-0.00038298+0.0010522i,-0.00035553+0.00055305i
-0.00021609+0.00086427i,-0.00019536+0.00080846i,-6.3613e-05+0.00059422i,-0.00028166+0.00021043i,-0.0015461+7.5574e-05i,-0.0028289+0.0010586i,-0.00206+0.0024246i,-0.00047593+0.0023183i,-0.00022854+0.0014778i,-0.00066136+0.00087095i,-0.0010115+0.00083506i,-0.001228+0.00089554i,-0.00056762+0.00046353i,3.0731e-05-0.00017597i,-0.00012866+0.00014805i,-0.00074906+0.00050873i,-0.00041261+0.00054098i,-3.3398e-05+0.00080711i,-0.00020389+0.00076154i,2.6324e-05+0.00022475i,-0.0002895+0.00010945i,-0.0012306-4.7231e-05i,-0.00086028-0.000263i
