0.0023373+0.0012673i,0.00189-0.00022078i,0.0010092-0.0030112i,-0.00012025-0.0037443i,-0.0018412-0.0024627i,-0.0032377-4.2976e-05i,-0.0016122+0.0020605i,0.00061236+0.0025344i,0.0019665+0.0014896i,0.0018726-0.00093575i,0.00048788-0.0018944i,-0.0012801-0.0012741i,-0.0016058-0.0009268i,-0.00059159-0.00055933i,-0.00059654-0.00064917i,-0.0012433-0.00032475i,-0.00094999+0.00018563i,-7.1141e-05+2.3801e-06i,0.00015945+0.00038928i,-0.00017388+0.0005045i,-4.6222e-05-1.0559e-05i,-0.00028894-0.0005783i,-0.0007965-0.00084001i
0.00049455-0.0018665i,0.0010715-0.00050279i,0.00046029+0.00078161i,0.000263+0.00036622i,0.00035579-0.00046078i,-0.00022167-0.00086807i,-0.00071439-0.00067706i,-0.00098076-0.00045862i,-0.00048262-0.00054265i,-6.5796e-05-0.0005568i,-0.00046328-7.5209e-05i,-0.00037393+0.00049845i,-0.00047803+0.00018843i,-0.00036053-0.00039865i,0.00051381-0.00066996i,0.0013252-0.00026202i,0.0012639+0.00068239i,0.00069091+0.00043532i,0.00044597+0.00010267i,0.00022347-0.00039083i,6.0922e-05-0.00092575i,-6.1952e-05-0.000397i,0.00041523+0.00021709i
-0.00039291-0.00020803i,-0.00086574+0.00089649i,-0.00081995+0.0012056i,-0.00022667+0.0010229i,0.00030589+0.00095956i,0.00045587+0.0003521i,0.00019443+0.00090036i,-0.00027818+0.0018738i,-0.00042448+0.0017157i,-0.00033029+0.00083973i,-0.00070216-0.00019523i,-0.00068816-0.00026205i,-0.00082261-0.00016486i,-0.00062354-0.00023914i,0.00030645-0.00031525i,0.00063979+8.4333e-05i,0.00034286+0.00078947i,-3.3053e-05+0.00015516i,0.00022313-0.00054874i,0.00024672-0.00056527i,0.00010234-0.00015881i,0.00087093-3.7941e-05i,0.0010785+0.00043834i
-0.00065702+0.0010301i,0.0013392+0.0015758i,0.0025399+0.0018552i,0.002023+0.0016156i,0.0016217+0.00072159i,0.0014445+0.00079579i,0.00082408+0.0010161i,0.00036284+0.00049899i,0.00091221-7.949e-05i,0.0012509+0.00039196i,0.00089113+0.00079327i,0.00028085+0.0005394i,0.00037154-1.787e-05i,0.00092006-0.00030866i,0.00071844-0.00015889i,0.00059091-0.00062738i,0.0005713-0.00035046i,9.0556e-05+0.00032618i,-0.00052061+0.00051032i,-0.00059927+0.00069631i,-3.7718e-06+0.00062303i,0.0015507+0.0008715i,0.0014354+0.0012229i
0.000719+0.0003764i,0.00014112+0.00036688i,0.00058368+0.00034009i,0.00067496+0.00077787i,0.00076455+0.00066966i,0.00078285+0.00042688i,0.00039996+4.4051e-05i,0.00036808-0.00032778i,0.00035029-0.00056388i,0.00069296-0.00030984i,0.00074582-0.00013684i,-4.6656e-05-0.00092003i,-0.00017983-0.00077489i,-0.00027905-0.00025548i,-0.00065613-0.00030623i,-0.00078599-0.00058146i,-0.000539-0.00067332i,-0.00018958-0.00048413i,-4.2233e-05+0.00033302i,-0.00038164+0.00083651i,-0.00048814+0.00039751i,2.179e-05-0.00027094i,0.0008044-0.00039773i
0.0003963+0.0018358i,0.00019587+0.001839i,0.0013768+0.00086726i,0.0015484+7.2111e-05i,0.00058684-0.0011418i,-4.3841e-05-0.00088418i,5.1951e-06+0.00057815i,-1.6233e-05+0.00039436i,0.00020814-0.00073751i,0.00029101-0.00074716i,5.0348e-05-0.00036724i,-0.00061161-0.00045308i,-0.00080644-0.00015387i,0.00023121+0.00034203i,0.00076794+0.00010365i,0.00038973+0.00012705i,0.00025729+0.00043803i,0.00045542+0.00042795i,0.00030124+0.00058414i,0.00019142+0.00098333i,0.00020914+0.00041705i,0.00022939+0.00038454i,-5.2677e-06+0.0011494i
-0.00069241+0.0018733i,-0.00048615+0.0020583i,0.00021304+0.0016627i,0.00077682+0.00083037i,0.00081005+0.0005715i,-0.00067827+0.00072177i,-0.0014316+0.00038587i,5.9006e-05+0.00090891i,0.0014052+0.0016107i,0.0015989+0.00082804i,0.0010615-5.739e-05i,0.00026439-0.00025411i,-0.00028217-0.00012431i,-1.7742e-05+0.00025351i,0.00092139+0.00081852i,0.00092443+0.00053359i,0.00083041+0.00022693i,0.00065018-8.0881e-05i,0.00037082+0.0001217i,0.00053862+0.00072069i,0.000638+0.0011308i,0.00082931+0.00097191i,0.00095894+0.00033366i
-0.0015559-0.0017559i,-0.0016872-0.0016464i,-0.00056972-0.0006319i,-0.00037732-0.00025801i,-0.00064836+4.1668e-06i,-0.00037599+0.001281i,-0.0005+0.0011836i,-0.00078351+0.00021532i,-0.00042306+0.00019501i,-9.3047e-05-8.7741e-05i,-0.00019934-0.00020724i,-0.00026506+5.0507e-05i,8.0117e-05+0.00060256i,0.00074094+0.00037668i,0.0003887+0.00010088i,-9.9929e-05+0.00017752i,-0.00081648-7.5776e-05i,-0.0005516-0.00049893i,0.00061529-0.00051525i,0.0007337+1.9796e-05i,-6.8715e-05+0.00059138i,-0.0010152+0.00042916i,-0.00075906-0.0003705i
-0.00036026-0.00024051i,-0.00054999+0.0002701i,0.00011242+0.0012719i,0.0010714+0.00061906i,0.00072038-0.00048887i,4.6618e-06-0.00018306i,-0.00050121+0.00080061i,-0.00060941+0.00075127i,6.0908e-06+0.00048858i,0.00025578+0.00036045i,0.00070961+0.00031499i,0.00074894+3.9835e-05i,0.00061807+7.836e-05i,0.00030257+0.00052363i,-0.0003634+0.00026843i,0.00015971-9.5279e-05i,0.00023899+0.0003268i,-0.00039763+0.00070958i,8.8628e-05+0.00058032i,0.00050391+0.00048863i,0.00024119+9.5659e-05i,0.00026315-7.628e-05i,-2.2806e-06-0.00016985i
0.00070708+0.00069555i,0.00020553+0.00087529i,0.00031213+0.00071781i,0.0010507+0.00033834i,0.00054702-0.00063343i,-0.00021947-0.00017412i,-0.00013421+0.00055676i,0.00013589+0.00018199i,0.0011204-0.00034914i,0.00062818+0.00039883i,-0.00070252+0.00056542i,-7.0984e-05-3.1223e-05i,0.00089868+7.7444e-05i,0.00080512+7.3385e-05i,0.00037839-8.4938e-05i,-3.8819e-06-4.8739e-06i,-0.00047308+2.8086e-05i,-0.00095343+0.00040859i,-0.00088886+0.00064461i,-0.00029602+0.00072847i,-4.8213e-05+0.00086292i,-0.00044886+8.5093e-05i,-0.00037387-0.0008862i
-0.0018686-0.0013518i,-0.0014991+9.2389e-05i,-0.0006382+0.00083015i,0.0010428+0.00034479i,0.0016202-5.5084e-05i,0.00076156-1.3e-05i,-0.00046125+0.0011037i,-0.0005812+0.0017249i,-0.00022827+0.00067433i,0.00011802-3.8706e-05i,0.0001661+0.00025023i,4.4441e-05+3.4205e-05i,-5.0754e-06-0.0002243i,0.00023665-0.00062182i,0.00082211-0.00090675i,0.0010625-0.00069285i,0.00042262-0.00072288i,-0.00076007-0.00089066i,-0.00082944-0.00076139i,-0.00028074-0.00051402i,-0.00032413-0.00052838i,-0.00020819+0.00019092i,0.00060468+0.00056767i
-0.00057608+0.00053396i,-0.00035024+0.00070746i,0.00099357+0.0016682i,0.0012672+0.0010399i,0.00025348+0.00023332i,-0.00027416+0.00012031i,0.00046238+0.00010765i,0.0011057+0.00028035i,0.0011295+0.00030978i,0.00037095-0.0006746i,0.00010857-0.00057982i,-4.4389e-05+7.5268e-05i,0.00024652+4.4038e-05i,0.00097303+0.00056845i,0.00058148+0.00046615i,-0.0001421+0.00034652i,-0.00051297+0.00045895i,-0.00041501-0.00024395i,0.00059965-0.000268i,0.00052343-0.00043751i,-0.00064368-0.00054641i,-0.00083129+0.00031145i,1.0074e-05+0.00039936i
0.00023406-0.00095983i,0.00011936-0.0008916i,0.00085339-6.2065e-05i,0.0008292-3.3339e-05i,0.00035531-0.00021i,9.8964e-05+2.526e-05i,-3.1812e-05+0.00053162i,-5.1255e-07+0.00096811i,0.00017406+0.00048594i,-0.00012503-0.00042373i,-2.1914e-05-0.00070332i,0.00036181-0.00037839i,0.00023785-0.00043823i,-8.6693e-06-0.00058542i,-0.0005317-0.001033i,-0.00086587-0.0015253i,-0.0006658-0.00025479i,-0.00070064+0.00046515i,-4.5661e-06-6.4425e-05i,0.00026478-0.00019441i,0.00047215-0.0001177i,0.00082039+0.00027061i,-4.4206e-05+0.0013473i
-0.0023803+0.00058975i,-0.0018694+0.00044581i,-0.0015511+0.0011227i,-9.3896e-05+0.0014874i,0.0006234+0.0019382i,-0.00020661+0.0012378i,-0.0005563+0.00035099i,-0.00028549+0.00041987i,0.0003163+0.00044487i,0.00039846+0.00039157i,-0.00016266+0.0001593i,-0.00024948-0.00029194i,2.0229e-05-3.2567e-05i,1.3908e-06-0.00010611i,0.00018836-0.00021106i,0.0004196+0.00028722i,-0.00020664+0.00013375i,-0.00032043-0.0010885i,-4.1145e-05-0.0015609i,9.3507e-05-0.00030094i,0.00051629+0.00099646i,0.00079306+0.00095769i,-0.00026549+0.00055239i
0.0016234+0.00027314i,0.0018529+0.0010819i,0.0019099+0.0011448i,0.0016109+6.2547e-05i,0.0011484-0.00054848i,0.00079331-1.9905e-05i,0.00046204+0.00099018i,0.00054512+0.0012751i,0.00025392+0.00098455i,0.0001634+0.0004078i,0.00017998-0.00034419i,2.0035e-05-0.00057064i,-0.00023821+0.00054399i,-7.3309e-05+0.0012678i,0.00023221+0.00025921i,0.00062478-0.00010901i,0.00033186+0.0002319i,-0.00040915+0.00027301i,-0.0004581+7.9768e-05i,-0.00034724+0.00027619i,-0.00063619+0.00042728i,-0.00069831-0.0002302i,-0.0002077-0.0011144i
-0.0017894+0.0025613i,-0.00095873+0.0039685i,0.00018194+0.0036003i,0.00030858+0.0020472i,4.5489e-06+0.00068917i,-8.6293e-05+0.00065337i,8.2334e-05+0.0011775i,0.00077525+0.0011314i,0.0012296+0.0010929i,0.0008229+0.000863i,0.00077452+0.00023838i,0.0004795+0.00034985i,0.0006164+0.00077118i,0.0010188+0.00050076i,0.001019-0.00022998i,0.00090873-0.0006711i,0.00063451-0.00021192i,-0.0002923+6.2888e-05i,-0.0006984+0.00018285i,-0.00039806+0.00065104i,-0.00017586+0.0008538i,0.00034538+0.00046684i,-0.00017741+0.00033473i
-1.3707e-05-0.00083138i,3.6934e-05-0.0002844i,-0.0004591-0.0012061i,-0.00069225-0.00079355i,-0.00053672+0.00018517i,0.00023735+0.00024862i,-2.1088e-05+0.0006206i,-0.00041041+0.00095307i,-0.00011879+0.00044239i,-2.0859e-05+0.00032303i,-0.00026827+0.00070233i,-5.0988e-05+0.0012276i,-0.00030145+0.001085i,-0.00067602+0.00078199i,-8.9701e-06+0.0002029i,-7.2538e-05+0.00021046i,-0.00021456+0.0004475i,-5.1505e-05+0.00093425i,-0.0004728+0.001187i,1.8634e-05+0.00057107i,0.00011716-0.0001745i,-0.000527-0.0002606i,-2.945e-05+0.00012587i
-0.0017485-0.0016205i,-0.0019247-0.00096336i,-0.0019247-0.00033604i,-0.00099682+0.00028842i,0.00045995+0.0016356i,0.0010582+0.0017216i,0.0015877+0.00086472i,0.0015588+0.00058974i,0.000755+0.00027069i,-0.00014991-3.4139e-05i,-0.00087676-0.00021506i,-0.0010384-0.00029567i,-0.00053632+0.00026515i,-0.0003735+0.00027703i,-0.0004738+0.0002307i,-2.0464e-05+0.00094407i,0.00018868+0.00012407i,6.4347e-05-0.0010851i,0.00018667-0.00078003i,0.00072652-1.1221e-05i,0.0011861+0.00041192i,0.00075118-0.00010162i,0.00024893-0.00041666i
-0.0012089-0.0003698i,-0.00019241+0.00053782i,0.00085591+0.00072047i,0.0013242+0.00041457i,0.0015853+0.00055588i,0.0014548-7.9047e-05i,0.00063316-0.00045584i,-0.00038124-0.00051299i,-0.00033832-0.0010781i,0.00028309-0.00036503i,7.2259e-05+0.00047891i,-5.258e-05-0.00015196i,0.00047411-0.00059809i,0.00038369+0.00014414i,-0.00027904+0.00048558i,-0.00010678+0.00020595i,-6.757e-05-7.6485e-05i,-0.00039933-0.00018985i,0.0001698-0.00011003i,0.00070053-0.00019267i,0.00064859-0.00011436i,0.00090093+0.00028744i,0.00070305+0.00053916i
-0.00064198+0.001069i,-0.0013481+0.0013629i,-0.00035734+0.00014309i,0.00058927-0.00097779i,0.0001802-0.00096963i,-9.0272e-05-0.00045283i,-8.7284e-05+0.00025844i,0.00020348+0.00064427i,0.00011296-0.00010817i,-0.00054309-0.00096765i,-0.00063449-0.00085322i,2.4986e-06+6.0663e-05i,0.00063677+0.00059228i,0.00071375+0.00041963i,0.00043573+0.00034831i,-0.00042778-7.6388e-05i,-0.00043974+0.00031987i,0.00038126+0.00089505i,0.001033+0.00036966i,0.0013422-5.8787e-06i,0.00035174+8.3022e-05i,-0.00037954+0.00010682i,0.00010668+0.00016726i
0.00078781-0.00074784i,0.00059838-0.00013758i,0.00066674+0.00046583i,0.00016353+0.0013355i,-0.00033814+0.0011818i,-0.00050613+0.0014338i,-0.00050718+0.0013526i,-0.00062428+0.00073582i,9.971e-07+0.00051176i,-1.5761e-05+0.0004286i,-0.00022048+0.00026486i,-0.0003019+0.0005325i,-0.00045417+0.00024467i,0.00035919+0.00036845i,0.00038501+0.00073583i,4.2262e-05+0.00050829i,0.00017802+0.00032203i,0.00048194+0.00023115i,0.00026209+0.00033224i,0.00022873+5.9133e-05i,-0.00034424+3.5172e-06i,-0.00036653+7.1024e-05i,0.00028804-0.00046942i
-0.0012044-0.00040502i,-0.0014112-6.2836e-05i,-0.00051712+0.00076178i,0.00087078+0.0012606i,0.00096759+0.00081657i,-9.4874e-06-0.00027004i,-0.00024067-0.00048609i,-0.00025837-0.00043068i,-0.00041718+7.9756e-06i,-5.55e-06+0.00076105i,0.00034131+0.0011086i,0.0001806+0.00059737i,0.00022626-4.8632e-05i,2.4418e-05+0.00014958i,0.00015396+0.0005067i,0.00064336+0.00070604i,0.0006192+0.000631i,0.00039377+0.00057129i,-4.0604e-05+0.0010481i,-0.0003536+0.00069808i,-0.00027956+0.00018299i,1.1785e-06+0.00069214i,-0.00013853+0.00082805i
-0.0015307-0.00065224i,-0.00026028+0.00036406i,0.00048875+0.0012421i,0.0002288+0.001885i,2.5491e-05+0.0021634i,-0.0005963+0.0010385i,-0.0012709+0.00079302i,-0.00099076+0.0010518i,-0.0011564+0.00081678i,-0.0013494+0.00021631i,-0.00073553-0.00036181i,0.00031914-0.00026866i,0.00052665+1.0416e-05i,-0.00045643-0.0001566i,-0.00035419-0.00010102i,-0.00026027+0.00014115i,-3.1072e-05+0.0002275i,6.8878e-05+0.00047215i,-0.00018444+0.00038318i,2.1487e-05-0.00057668i,0.00021934-0.00088073i,-9.668e-05-0.0007009i,0.00013472-0.00047447i
-0.00052384-0.000637i,-3.1186e-05-0.0013965i,0.00016173-0.00010641i,0.00037941+0.0012622i,0.00074533+0.0013043i,0.00069961+0.00062731i,0.00012006-7.6761e-05i,-0.0004115-0.00040717i,-0.00090691+8.0676e-05i,-0.0011705+0.00095453i,-0.00012566+0.00096879i,0.0004866+0.00059842i,0.00085025+0.00047833i,0.00074928+0.0004759i,-0.00061947+0.00081066i,-0.00038536+0.000696i,0.00020892+0.00059585i,0.00042875-0.00027496i,-6.208e-06-0.0011199i,-0.00011501-0.00058981i,0.00054786+0.00021684i,0.00053611+0.00048864i,0.00010037-5.5316e-05i
-0.00091922+0.00050498i,-0.0018963+0.0023818i,-0.00074001+0.0013838i,0.00018024-4.1761e-05i,9.9497e-05-9.8221e-05i,-0.00021229+0.00052553i,-0.0016342+0.00092225i,-0.0015477+0.00069765i,0.00027209+0.00050559i,0.00036604+0.00019813i,-0.00055134+0.00039388i,-0.00075381+0.00085147i,-0.00052786+0.00050402i,0.00030045-0.00012802i,0.00084329-0.00033827i,0.00024779-0.0005382i,-0.00019191-0.0004918i,-2.4111e-07-9.071e-05i,-0.00044438+0.00014201i,-0.001014+0.00047796i,-0.00069343+1.4421e-05i,0.0003801-0.00022866i,0.00050702-0.00045251i
-0.00035223-0.00065678i,-7.9033e-05-0.00044593i,-0.0001399+0.00031922i,0.0013096+0.0001207i,0.0010422+0.00051648i,-0.0003898+0.00063541i,-0.0008023+0.00079977i,-0.00046267+0.0012542i,0.00017935+0.00043074i,-0.00010451-0.00013616i,-0.00047269-0.00048104i,-8.078e-05-0.00056363i,-0.00013493-4.9058e-05i,1.2122e-05+0.00088922i,0.00017342+0.00024984i,0.00019439-0.00054476i,9.542e-05-0.00017503i,0.00015667+0.00034451i,-0.00017732+0.000469i,9.988e-05-8.3787e-05i,0.00067529-0.00029729i,0.00028153-0.00010653i,0.00018082-0.00040335i
-0.0012595+0.00048707i,-0.00048372+0.0011075i,-0.00027239+0.0011037i,0.00054077+0.0014923i,0.00091318+0.0006894i,0.00062167-0.00057527i,-6.9534e-06-0.00039637i,-0.00066061+0.00052208i,1.1852e-05+0.001129i,0.00046458+0.00049545i,0.00026935-5.4638e-05i,-4.1989e-05-0.00028907i,-0.0007648-5.8179e-05i,-0.00035375+0.00020045i,-0.0001491+8.269e-06i,-0.00083227+7.0196e-05i,-0.00061576+0.00039995i,0.00059471+0.00051854i,0.00019408+0.0001685i,-0.00023847-0.00014862i,0.00065465+0.00044917i,0.0008022+0.001201i,-1.1898e-05+0.0010101i
-9.7391e-05-0.00019244i,-0.00019655+0.00031775i,-0.00045988+0.00037089i,-0.00045923+0.00052664i,0.00033299+0.00071652i,0.00034755+0.00069057i,-0.00036418+0.00021445i,-0.00037191-0.00033709i,0.00023425-7.174e-05i,0.00049779+0.00026081i,-0.00017581+0.00012718i,-0.00071204-0.00019721i,-0.00096692-0.00066159i,-0.00076383-0.00027718i,0.00041644+0.00010364i,0.00089252-2.962e-05i,0.00077295-0.00010362i,0.00043996+0.0001465i,-0.00049181-0.00025178i,-0.00028229-0.00042588i,-0.00022781-0.0003126i,-0.00078968-0.00069199i,-0.00037745-0.00099467i
0.0001508-0.00073768i,0.00066916+0.00052022i,0.00029566+0.0012588i,0.00049358+0.00088287i,0.00089598+0.0007143i,0.00051321+0.00027703i,6.5217e-05-0.00050663i,0.00065248+0.00011588i,0.0011708+0.00098233i,0.00032642+0.00047873i,-0.00037712-0.00021004i,-0.00042281-6.3443e-05i,0.00032421-0.0001793i,0.00036171-0.00036233i,0.00033417-0.00015459i,0.00043485-0.00013815i,3.3505e-05-0.0001474i,0.00013056-0.0004588i,0.00063087-0.00090725i,0.00076175-0.0001766i,0.00075237+0.00021397i,0.00052355-0.0001183i,0.00019615+8.4069e-05i
0.00081977+0.0013253i,-0.00018954+0.00087932i,-0.00034687-0.00031524i,0.00035874-0.00088063i,0.0011795-0.00062665i,0.00045687+0.00097698i,-0.00040327+0.0016062i,-0.00027792+0.00090483i,0.00047436+0.00023857i,0.0012089-0.0001829i,0.00064843-0.00053671i,0.00010767-0.00061242i,-0.00084411-0.0005226i,-0.0011225-0.00036741i,-9.2398e-06+1.5634e-05i,-0.00024032+4.0673e-05i,-0.00046048-0.00017702i,-0.00011082+0.00016039i,-0.0006013+0.000113i,-0.00045872-0.00050385i,-6.885e-05-0.00068873i,0.0005788-0.0006142i,0.00070244-0.00080716i
-0.0014271+0.0013461i,-0.00041149+0.0017536i,-0.00027308+0.00093234i,0.00059057-0.00013082i,0.00097739-0.00066615i,0.00036494-0.00047403i,-0.00020009+0.00099843i,-0.00057877+0.0028812i,0.00019295+0.0025143i,0.00059744+0.00086287i,0.00068711-0.00036679i,0.00062814-0.00019961i,-6.1416e-05+0.00029451i,-0.00070391+0.00042917i,-0.00071465+0.00047156i,1.4705e-05-2.7395e-05i,0.00020743-0.0002079i,0.00035171+9.1453e-05i,0.0002662+0.00041631i,-0.0002752+0.000725i,-0.00038611+0.00064815i,-0.00043758-0.00065612i,-0.0010465-0.0013664i
0.00036371-0.0014888i,-0.00056966-0.0019273i,-0.0011378-0.0013699i,-0.00060317+0.00012416i,-0.00023011+0.0006637i,-0.0010892+0.00019446i,-0.0014497+2.6204e-05i,-0.00056747+0.00047683i,2.8336e-05+0.00021856i,5.2944e-05-0.00079784i,-0.00016769-0.00092199i,-0.00022413-0.00076086i,0.0002884-0.00062807i,0.00012862-0.00069493i,-0.00051364-0.00096619i,-0.00057411-3.1821e-06i,-0.00024397+0.00074301i,-0.00027237+0.00069964i,-4.2887e-05+0.00064208i,0.00050326+0.0012902i,0.00074963+0.0012884i,-0.00011119+0.00031124i,-0.00035986-0.0002428i
0.0017981-0.0016244i,0.0019833+0.00037728i,0.0014379+0.00068616i,0.00086003+4.4264e-05i,0.00079699-0.00031749i,0.00056888+0.00011428i,-7.7928e-05+0.00012779i,-7.9197e-05-0.00061527i,8.9632e-05-0.00053647i,-0.00029895-0.0002336i,-0.0001992-0.00012299i,-4.7394e-05+0.00018204i,-0.00043245+8.7096e-05i,-0.00025836-0.00057172i,0.00036597-0.0010232i,0.00010737-0.00013912i,-0.00014131+0.00044004i,0.0011236-0.00014666i,0.0012711-0.00022222i,-0.00021754-0.0004117i,-0.00051774-0.0010066i,-0.00013735-0.0011145i,8.1676e-05-0.00082937i
-0.00096599+0.00070177i,-0.00069611+0.0014273i,-0.00029303+0.001681i,0.00018322+0.0013345i,0.00040095+0.00015239i,9.1238e-05+1.2951e-05i,-0.00087134+0.00067978i,-0.0007125+0.00095854i,0.00029659+0.0013146i,0.00042213+0.0011515i,-6.9851e-05+5.4799e-05i,-0.00016688+0.00012084i,-0.0001762+0.00052629i,-0.00068321+0.00032472i,-0.00088864-0.00040709i,-0.00033674-0.00033432i,0.00028974+0.00034157i,0.00046785+0.00073594i,-0.0001035+0.00057926i,-0.00015135-4.2561e-05i,0.00031989-4.5661e-06i,0.00066799-6.0993e-05i,0.0010262-0.00039248i
0.0010401-0.0019392i,-0.00037418-5.8622e-05i,-0.00028234+0.00066301i,0.00022554+0.00085379i,0.00043555+0.00037661i,0.00023499-7.5577e-05i,-0.00027629+0.00022156i,-0.00011193+0.00039645i,9.691e-05+0.000457i,-0.00028525+0.00013601i,-0.00087891-0.00026684i,-0.0005987-0.0003378i,-0.00010131+3.3746e-05i,0.00071873-0.00020711i,0.0011383-0.00070489i,0.0011839+0.00015217i,0.00082955+0.00056908i,0.00073965+2.3333e-05i,0.00078952+0.00045557i,0.00057881+0.0014495i,0.00025021+0.0010522i,5.8451e-05+0.00055505i,0.00017926+0.00045274i
0.00066758-0.00083339i,-0.00082123-0.00048141i,-0.00072786-0.00036203i,-0.00044098-0.00030907i,-0.00027442+0.00037445i,-0.00055575+0.00069149i,-0.00083632+0.00047573i,-0.00045736+0.00032028i,-0.00017516+0.00032521i,-0.00019892+0.00068994i,-0.00041282+0.00039794i,-0.00066405+0.0002614i,1.2858e-05+0.00073719i,-2.5644e-06+0.00025989i,-0.00068021+0.0004249i,-0.00028662+0.0011723i,0.00029407+0.00077886i,-0.00033818+8.083e-05i,-0.000566+7.2016e-05i,-0.00017424+0.00040072i,0.00042044+8.3727e-05i,0.00062125+0.00020349i,-0.00025034+0.00057238i
0.0010254+0.0016808i,0.0012482+0.0011751i,0.0013441+0.00074967i,0.0015423-0.00083521i,0.0013303-0.0015021i,0.00090897-0.00034417i,8.4137e-05-0.00027425i,-0.00015799-6.0739e-05i,0.0010139+0.00046317i,0.0014977+0.00015123i,0.00046921-0.00075066i,-0.00067574-0.0010546i,-0.0013376-0.00064314i,-0.0010619-0.00050837i,-0.00039689+8.5906e-07i,5.8396e-05+8.0564e-05i,-0.00050003+0.00039849i,-0.001298+0.00039271i,-0.00085676-0.00044573i,-0.00021732-0.00034473i,-0.00028102-0.00042912i,-0.00046335-0.00020325i,-0.00014552+0.00064396i
0.0018912-0.00164i,0.0021673-0.00098984i,0.0014733+6.9061e-05i,0.0008089+0.00030427i,0.00055952+0.00025902i,-0.00015355+0.00049781i,-0.0012427+0.00056244i,-0.0010252+0.00022467i,-0.00034062+0.00062519i,-0.00065609+0.00065339i,-0.001025+0.00013144i,-0.00055404+1.7079e-05i,-0.00041211-0.00090464i,-0.00077899-0.0010632i,-0.00055503-0.00031952i,3.2475e-05-5.9021e-05i,0.00052712+6.1932e-05i,0.0004061+0.00012778i,-0.00032321-0.0003292i,-0.0010084-0.00028756i,-0.00029511+0.00036084i,0.00035983+0.00071716i,-0.00043947+0.00075958i
0.0013398+0.0025194i,0.00070562+0.002112i,0.0018995+0.0020165i,0.0020175+0.00085545i,0.0011285-0.00029278i,-4.0011e-05-0.00028486i,-0.00067272+0.00054637i,-0.00026022+0.00094649i,0.00030208+0.00066114i,0.00013975+0.00024043i,-0.00021633-0.00026854i,2.0119e-05-0.00096007i,-0.00045994-0.00067013i,-0.00051849+0.00058654i,8.3937e-05+0.00019684i,0.0010929+0.00052269i,0.0016585+0.0015186i,0.0011928+0.00081675i,0.00058081-0.00012407i,0.00084496-0.00081275i,0.00080536-0.0007317i,-2.3101e-05-0.00059178i,-0.0008088+0.00015587i
-0.0012938+0.0016787i,-0.001289+0.0023267i,-0.00065561+0.0024081i,0.00065625+0.0018709i,0.0011938+0.0014907i,0.00086292+0.001197i,0.00051217+0.00076452i,0.00027249+0.0014122i,0.00023261+0.00099733i,0.00052007-8.2878e-05i,0.00068734-0.00019697i,0.00023196-0.00043026i,-0.00034174-0.00065559i,-0.00054763-0.00084604i,-0.00051298-0.00085472i,-1.2631e-05-0.001276i,0.00010608-0.001075i,-0.00033352-6.4959e-05i,-1.1549e-05+0.00052441i,0.00048543-0.00013351i,0.00036549-0.00043374i,0.00052523-0.00024627i,0.00054187-0.00079802i
-0.0015173-0.00081991i,-0.00058827-0.00041019i,-0.00017341+0.0002034i,0.00023647+0.0018878i,-0.00010641+0.002241i,-0.00023207+0.0005466i,-0.00058622-4.469e-05i,-0.00072207+0.00049975i,-0.00020873+0.00052317i,0.00036841+0.00063024i,0.00032677+0.0010413i,5.9521e-05+0.00027703i,0.00042624-0.0004447i,0.00056392+0.00027336i,0.00080797+0.0013972i,0.0010107+0.0013105i,0.00065956+0.00012511i,0.00038806+0.00013689i,8.1984e-06+0.00041515i,-0.00063838+0.00024031i,-0.00036786+0.00052494i,2.7434e-05+0.00071616i,-0.0003485-4.6551e-05i
0.00052879+0.0015971i,0.00073251+0.0011601i,0.00057417-8.8377e-05i,0.00070068-0.00085948i,0.00081219-0.00098518i,0.00032709-0.00039761i,-0.00037205+0.00012682i,-0.00086349+0.00052274i,-0.00055332+0.00020928i,0.00018306+0.00014038i,0.00027851+0.0004997i,-0.00076864+0.00055381i,-0.00087458+0.00057522i,-4.5389e-05+3.8028e-05i,0.00026163-0.00017668i,0.00056433-0.00012853i,0.00029115+0.00016504i,0.00039158-3.5021e-05i,0.00064361-0.00047089i,0.00042583-0.00076557i,-0.0001388+1.8888e-05i,-0.00014929+0.00086088i,-0.00014117+0.00032334i
0.0022864+0.00078095i,0.0020923+0.00037532i,0.0018116-0.00010785i,0.0021706-0.00016519i,0.001975-0.00050423i,0.00085545-0.0001987i,-0.00012474+0.00099665i,-0.00061135+0.0013292i,-0.00056808+0.0015238i,0.00029524+0.0014457i,0.0010191+0.00085941i,0.00098207+0.0009844i,0.00023274+0.00093785i,-0.0002866-0.00020787i,-0.00041823-0.00045888i,-0.00071966+3.5728e-05i,-0.00050512-0.00028582i,0.00037171-0.000174i,0.00088724+0.00045573i,0.00052172+0.00065073i,-0.00033837+0.00050104i,-0.00040916-0.00014221i,-0.00053066-0.00033007i
