-0.00021825+0.0011908i,-0.00044829+0.002127i,-0.0017713+0.0013479i,-0.0027996+1.6931e-05i,-0.0021338+0.0010918i,-0.0012977+0.0027891i,0.00011899+0.0017282i,0.001211+0.00060724i,0.0010084+0.00046706i,0.00059739-0.0002065i,0.00011433-0.00059014i,-0.00038336-0.00018194i,-0.00056501+0.00017169i,-0.00048235+0.00037524i,-0.00052838+0.00068222i,-0.00075324+0.0013029i,-0.00026802+0.0010675i,0.00022583+0.00048637i,0.00023591+0.00039392i,0.00020352+0.00024277i,-3.7286e-05-5.2325e-05i,-0.00054404-0.00039762i,-0.00064852-0.00038911i
0.00071372+0.00078198i,-0.00012432+0.0011337i,-0.0013386+0.0012989i,-0.0013347+0.00137i,-0.00066711+0.0010828i,-0.00011539+0.00081959i,0.00014452+0.0010366i,-5.344e-05+0.0012503i,0.00014157+0.00053687i,0.00059281-0.0010165i,0.00098742-0.0012348i,0.00070883-0.00030982i,0.00014805+0.00012975i,7.7644e-05+0.00056281i,0.00077869+0.0007688i,0.00086186+0.00057828i,2.8497e-05+0.00053441i,-0.00028701+0.0003446i,-0.00050686-0.00049638i,-0.00014156-0.00060704i,0.00046836+0.00013695i,0.00023853+0.00046589i,0.00032028+0.00035748i
-0.00012646-0.0011151i,2.623e-05-0.00041891i,3.5303e-05+0.00049089i,-0.00046935+0.001373i,-0.001719+0.0018881i,-0.00097093+0.0013558i,0.00019018+0.00059478i,0.00023683+0.00040835i,-0.00023338+0.00061954i,-0.00011694+0.00021837i,-0.00021008-6.2713e-05i,-0.00037207-0.00043423i,-0.00028714-0.00069021i,0.00018645-0.0011384i,0.0010633-0.00098222i,0.00074-0.00065867i,-0.0001584+0.00014374i,-0.00068121+0.00032182i,-0.00077482-0.00017981i,3.4413e-05+0.00021746i,0.00024316+0.00085778i,-2.2416e-05+0.00032571i,0.00042358+0.00030962i
-0.0025528-0.0012299i,-0.0026919-0.00070967i,-0.0024565-0.00048869i,-0.001251-0.0006175i,-7.8566e-05-0.0002331i,3.3883e-05+0.000251i,0.00049618+0.00098727i,0.00063017+0.00069874i,-0.00027255-0.00021533i,-0.0008921-0.00073617i,-0.00074362-0.00084772i,-0.00057928-0.00068807i,-0.00029449-3.8531e-05i,-0.00043767+0.00028922i,-0.0001976+0.00032091i,7.4157e-06+0.00032199i,-0.00034526-0.00030962i,0.00010062-0.00042163i,0.00081107-0.00011865i,0.0011304+8.9572e-05i,0.00074974-0.00014001i,0.00033433-0.00071207i,0.00012577-0.00068727i
0.00050538+0.00088784i,0.00026357-8.4709e-05i,0.00046656-0.001206i,0.0010952-0.00075864i,0.00069835+0.00059335i,-0.00052243+0.00049572i,-0.00064683+0.00027982i,-0.0010329-0.00033727i,-0.00047458-0.00086927i,-0.00020651-0.00044492i,-0.00095364-0.00078737i,-0.00075024-0.00083978i,-0.00028536-0.0002877i,8.9846e-05+0.00016678i,7.0765e-05-0.00013902i,-0.00021426-0.0010047i,-7.7027e-05-0.00091638i,0.00019746-0.00089573i,0.0005617-0.0015148i,0.00088727-0.0012213i,0.00026955-0.00060926i,0.00011992-0.00047251i,0.0002627-0.00046084i
0.0010376-0.0030026i,-0.00080199-0.0024299i,-0.0018519-0.00095718i,-0.0017936+0.00010158i,-0.001766+0.00050174i,-0.00099001+0.0012118i,0.0002679+0.00099587i,0.00020889+0.00035992i,9.1573e-05+0.00014352i,0.00078953-5.1689e-05i,0.00043384+0.00021304i,0.00023918+0.0008385i,0.00036019+0.00095113i,0.00031043+0.00078114i,0.00027931+0.00080733i,0.0001139+0.0008286i,-0.00014054+0.00058017i,-0.00037713+0.0005501i,-0.00021652+0.00082319i,6.3273e-05+0.00078381i,0.00013437+0.00099336i,-0.00057232+0.00055093i,-0.00086704-0.0006817i
0.00095972+0.0019598i,0.0014099+0.0016355i,0.0020567+0.0012266i,0.0021204+0.0018061i,0.0014887+0.0011632i,-0.00016146-1.0538e-05i,-0.00090785-0.00017681i,-0.00064873+7.2378e-05i,-0.00010027-0.00020166i,0.00099018-0.00073806i,0.0011378-0.0012302i,3.7805e-05-0.00075697i,-0.001059+1.6929e-05i,-0.00038487-7.0299e-05i,0.00052745-0.00047048i,0.0010299-0.00086272i,0.00050054-0.00099195i,-0.00022804-5.859e-05i,-0.00053258+0.00040785i,-0.00035497+0.0005016i,0.00029574+0.00050717i,0.00071218+0.00019166i,2.6922e-05-5.0494e-05i
-0.0013501+0.0011657i,-0.0011093+0.00061056i,-0.0010501+0.0014273i,-0.0004684+0.0022384i,-2.0263e-05+0.0022865i,0.00011273+0.0014595i,0.00038081+0.00064229i,0.00037915-0.00047043i,0.00010158-0.00091169i,-0.00020154+7.9823e-05i,-0.00066594+0.00030651i,-0.0010308-0.0004611i,-0.0014361-0.0010986i,-0.0013898-0.001288i,-0.0011616-0.00091758i,-0.001097-0.00016632i,-0.0011902-2.7279e-05i,-0.0015017-0.00023186i,-0.0011357-0.00040173i,-0.00041238-0.00047896i,0.00019886-0.00047833i,0.00021253-0.00065539i,0.00013103-0.00051888i
-0.0027435-0.0025884i,-0.0024409-0.0021854i,-0.0036614-0.0012398i,-0.0042759+0.00077436i,-0.0024939+0.0018648i,-0.00040741+0.0017813i,0.00029512+0.001562i,0.00037673+0.0004612i,2.0755e-05-0.00030522i,-9.0157e-05-0.00019157i,-0.00011781-0.00030095i,9.6414e-06-0.0004084i,0.00027268-0.00074811i,0.00033998-0.00086455i,0.00072562-0.00040113i,-0.00015698+4.3411e-05i,-0.00060655+0.00042524i,6.9513e-05+0.00067739i,7.7949e-05+0.00064514i,-0.00023165+0.00024328i,9.512e-05+0.00041696i,-7.4081e-05+0.00046003i,-0.00054587+0.0004909i
0.0016633+0.00081068i,0.00099244+0.00040375i,0.00048709-5.2678e-05i,0.0010652-0.00037555i,0.0013901-0.00025842i,0.00086036-0.00056297i,0.00029858-0.0009291i,-0.00084768-0.00073415i,-0.00079389-1.8695e-05i,-0.00027064+0.00080264i,-0.00058313+0.00069813i,-0.00086862+0.00025143i,-0.00031572-2.4114e-05i,0.00029552-1.2024e-05i,-2.6993e-05+0.00031548i,0.00011892+0.0002247i,0.0006404-1.3208e-05i,0.00028306-6.5713e-05i,0.00021397-0.00012427i,0.0006815+0.00040676i,0.00071572+0.00073138i,0.0008808+0.0009789i,0.00065798+0.0011293i
0.0011786-0.0016751i,0.00085321-0.001698i,7.648e-05-0.0025038i,-0.00087919-0.0018064i,-0.0016329+0.00024858i,-0.0012486+0.0013903i,-0.0012801+0.00051035i,-0.0016138-0.00067947i,-0.0012015-0.00055678i,-0.00074576+0.00013813i,-5.3572e-05-0.00038296i,0.00027542-0.00073332i,0.00021932-0.00015175i,0.00024735+0.0004587i,0.00043173+0.00043453i,0.0003253+0.00083042i,-0.00040572+0.00091903i,-0.0010642+0.00036326i,-0.00084638+0.00061948i,-0.00034925+0.00076461i,0.0004393+0.00070548i,0.00083532+0.00048166i,0.00079935-0.00025197i
0.00051516+0.0026373i,0.00031745+0.0018118i,0.00032248+0.00098962i,0.000829+0.00031363i,0.0011357+0.00028634i,0.00017859+4.6899e-05i,-0.00054438-0.00039248i,-0.00067662-0.00077494i,-0.00070679-0.00027038i,-0.00097831+0.00011029i,-0.00079493-0.00061895i,-0.00035129-0.0006132i,-0.00017673+0.00029917i,-0.00021527+0.00038621i,-0.00012947-0.00015613i,-0.00025526-0.00020744i,-0.00057938+0.00022091i,-0.00096396+0.00019314i,-0.00023304+0.00036352i,0.00039904+0.00066987i,-0.00021395-7.2386e-05i,-0.00039106-0.00067058i,0.00049495+0.00013278i
0.0011199-0.0011729i,0.00098934-0.0022944i,0.00052848-0.002133i,0.00048056-0.00069964i,0.00044372-0.00041225i,-0.00023911-0.00053001i,-0.00063093-0.00061058i,-0.00065773-0.00025995i,-0.0005254+1.3822e-06i,-0.00079681+0.00026416i,-0.00065263+0.00025692i,-0.00056089-1.9334e-05i,-0.0011344+0.00033729i,-0.00042477+0.00033038i,0.00066836-0.00029566i,0.00055249-0.00072672i,0.00016091-0.00020737i,-0.00030994+0.00028017i,-0.00037862+0.0003502i,0.00026558+0.00040995i,0.0006648+0.00042001i,-0.0004326+0.0004602i,-0.0013105-8.3633e-05i
0.0013868+0.00083064i,0.0017211+0.00043121i,0.0021579-7.6663e-05i,0.0017668-0.00024241i,0.0010648+0.0001795i,0.00078017+0.0007184i,0.00056584+0.00079616i,0.00010998+0.00091698i,-0.00021304+0.00061645i,-0.00010762-0.00016734i,7.7981e-05-0.00049528i,-8.1452e-05+0.00014605i,-0.0005748+0.00098201i,-0.0007444+0.00079203i,-0.00051091+0.00014878i,-0.00024502-7.8988e-05i,0.00065623-0.00043814i,0.0010382-0.00025449i,0.0011604-6.9877e-05i,0.00043024-0.0007354i,-0.00034604-0.00080607i,0.00029995-7.7161e-05i,0.0012283+0.00028438i
-0.0011643-0.0014634i,-0.0015712-0.00067794i,-0.0023877+6.5961e-05i,-0.0029665+0.00049181i,-0.0025584+0.0014022i,-0.001383+0.0019102i,-1.4992e-05+0.0013977i,0.00018457+0.0012439i,-0.00091389+0.00064986i,-0.0014501-0.00012891i,-0.0010439-0.00024119i,-0.00081126+1.2537e-05i,-0.00030697+0.00016779i,-0.00021093-0.00013002i,-0.00071929-0.00057256i,-0.00031465-0.0010798i,0.00070082-0.0011921i,0.0010841-0.0008184i,0.00061257-0.00116i,0.00034359-0.0010725i,0.00017762-0.00014171i,0.00013441+0.00033057i,0.00033819+0.00034355i
-0.00015069+0.00038739i,0.00083572-9.7174e-05i,0.0022635+0.00052545i,0.0026936+0.0011679i,0.0020188+0.00079739i,0.00054781-0.00042438i,-0.00082499-0.00056169i,-0.0010962-0.00089485i,-0.00034008-0.00092459i,0.00014221-0.00037949i,0.00017554-0.00017977i,-0.00017991-0.00015885i,-9.704e-05-0.00033129i,0.00094909-0.00010088i,0.00077525+0.00014471i,-0.00031748+0.00016785i,-0.00045136+0.00033994i,-0.0001414+0.0011978i,-0.00037422+0.0012136i,-0.00019671+0.00039116i,0.00087078+0.00017678i,0.0011546-0.00013255i,0.00096032-0.00073132i
0.0018369+0.00010874i,0.0023087-0.00089492i,0.0023156-0.00093593i,0.0025501-0.00061554i,0.0017801-0.00068974i,-0.00061985-0.00082542i,-0.0018643-0.00037598i,-0.001352+0.00025366i,-0.00052699-0.00020951i,-2.2256e-05-0.0012818i,0.00010673-0.0014892i,-0.00041079-0.00051113i,-0.00069552-0.00010128i,-0.00042239+7.6409e-06i,-0.0002803-0.00033416i,-9.7181e-05-1.8839e-05i,-0.00056865-0.00020515i,-0.0009282-0.00031778i,-0.00085373-4.7682e-05i,-0.00024913-4.7314e-05i,-0.00018312-0.00074274i,-0.00085255-0.0013899i,-0.00050242-0.0012131i
-0.0023365-5.4024e-05i,-0.0017907+0.0011363i,-0.0012746+0.0024945i,-0.0004297+0.0030816i,0.0013629+0.0026494i,0.002005+0.0013194i,0.00097691+9.3687e-05i,-0.0001561-0.00032667i,-0.00056482-0.00037047i,-0.0003592-0.00015604i,-0.00074634+0.00036069i,-0.00067256+0.00020008i,-0.00086985-0.0001983i,-0.0017007-0.00099383i,-0.0011267-0.00085297i,-0.00022955+0.00042451i,0.00038629+0.0011165i,0.00069383+0.0012092i,0.00068878+0.00067377i,-0.00021304+0.00041884i,-0.00099156+0.00062988i,-7.7374e-05+0.00067511i,0.00081413+0.00084627i
0.00035757-0.0014658i,-0.00040678-0.0019407i,-0.0018669-0.001891i,-0.0015291-0.0012056i,-2.6952e-05+0.00029232i,-0.00023007+0.00080756i,0.00012935+0.00066782i,0.00047418+0.0012025i,-0.00015964+0.0014464i,-0.00067154+0.00074061i,-0.0006274+0.00023742i,0.00015922+0.00053786i,0.00089256+0.00088873i,0.0012459+0.00053002i,0.00079806-0.00028115i,-0.00027919-0.00029294i,-0.00061679-0.00015235i,0.00046649+2.5388e-05i,0.00045652+0.00033098i,-0.00042075+0.00062789i,-0.00028608+0.00066868i,0.00053429+0.0002357i,0.00062674+2.9804e-05i
-0.00077745+0.00086021i,-0.00040491+0.00079306i,0.00014808+0.0015269i,0.00039118+0.0018303i,0.0006349+0.0015972i,0.00048873+0.00084329i,3.6099e-05-0.00071052i,-0.00020378-0.00050786i,-0.0009306+0.00045024i,-0.00097217+0.00034892i,7.691e-05+5.829e-05i,0.00033099+8.7522e-05i,0.00034306-0.00031904i,9.7009e-05+1.983e-05i,-0.00054537+0.00044751i,-0.0014151+0.00034467i,-0.0013859+0.00013436i,-0.00030838-0.0002081i,4.8893e-05-0.00036536i,-1.2683e-06-0.00018546i,0.0001936+0.0003213i,0.00025068+0.00063439i,0.0003849+9.3496e-05i
-0.0017406-0.0012834i,-0.0030697-0.001207i,-0.0045868+0.00070542i,-0.0037634+0.0021479i,-0.0018748+0.0037952i,-0.0014502+0.0036546i,-0.00024442+0.0015334i,0.00020342-0.00020972i,-8.8664e-05-0.00091556i,-0.00086178+5.9261e-05i,-0.0014702+0.0010437i,-0.00082145+0.0011092i,-9.1779e-05+0.00097572i,-8.5071e-05+0.00065808i,0.00020164+0.00028032i,-5.1629e-05+0.00023093i,-0.00091584+0.00013885i,-0.001362+2.6678e-05i,-0.00099657+5.2706e-05i,-0.00042866+0.00053438i,-0.000742+0.00050703i,-0.00031141-0.00023454i,0.00018094-0.00028526i
0.0020262-0.00034814i,0.0010447-0.00085914i,0.00075947-0.0013987i,0.0017527-0.0010944i,0.001956+5.1837e-05i,0.00081437+0.00094572i,0.0004446+0.00067654i,0.00017322+0.00012071i,-0.00019515-0.00027218i,0.00066237-0.00057841i,0.0018394+0.00027239i,0.0011284+0.0012566i,0.00037938+0.00057059i,0.00045024-0.00013769i,-5.6636e-06-4.7804e-05i,-0.00016095+0.00048478i,0.00020035+0.00086677i,-7.5951e-05+0.00073693i,-0.00038731+0.00013961i,0.00019703-0.00019159i,0.00092163-0.00061246i,0.00053313-0.0011175i,-8.5433e-05-0.0008516i
0.0013381-0.0003876i,0.00083073-0.00042452i,-0.00085546-0.00077534i,-0.0014147-0.00041802i,-0.0011335-0.00022822i,0.00034614-0.00015702i,0.00054029+6.5344e-05i,-0.00075573-0.00042276i,-0.00077763-0.00076719i,-0.00031184-0.00063422i,-0.00018184-0.00073583i,-0.00070376-0.00090236i,-0.00053043-0.00095007i,0.00032658-0.00092659i,0.00059504-0.0008278i,0.00080216-0.00074919i,0.00061165+0.00014869i,6.0921e-05+0.00080367i,0.00044098+0.00053462i,0.0007124+0.00021725i,0.00038492+0.00033932i,8.1105e-05+0.00055536i,-0.00021842+0.00030209i
0.0004928-0.00039291i,0.00044123-5.5936e-05i,-0.0011239+0.00027327i,-0.002126+0.00039744i,-0.0016578+0.0010475i,0.00028068+0.0009784i,0.0011801-4.7113e-05i,0.00010216-0.00022115i,-0.00080621+0.00038028i,-0.0010539+0.00092688i,-0.00070067+0.00070976i,-6.9252e-05+0.00029254i,0.00042643+0.00010036i,0.0010183-0.00012151i,0.0011007-8.1039e-05i,0.00069836-0.00033004i,0.00079409-0.00026033i,0.00088809-0.00029386i,0.00013861-0.00039667i,0.00013222-0.00046342i,0.00083734-0.00029182i,0.00071179-0.00034565i,0.00072464-0.00018068i
-0.00077648+0.0018479i,-0.0012936+0.00052156i,-0.0005658-0.00088013i,3.5636e-05+0.00012244i,-0.0003558+0.0010612i,-0.0009098+0.0010635i,-0.0019292+0.0008468i,-0.0019489+0.00040591i,-0.00060335-0.0004536i,-0.00011027-0.001048i,0.00038853-0.00050278i,0.00082561-0.00046525i,0.00040237-7.9593e-05i,-0.00046436+0.00071179i,-0.00076276+0.00029007i,-0.0006366+0.0002891i,-0.00057694+4.3415e-05i,0.00026456+0.00011941i,0.00064729+0.00045942i,0.00018047-0.00018514i,0.00027512-0.00080407i,-0.00056766-0.00047777i,-0.00098658-0.00026079i
0.00039471-0.00041611i,-0.00013889-0.00098072i,0.00086787-0.00047357i,0.0015772-3.4332e-05i,0.00013201-7.4355e-06i,-0.00051086-0.00022197i,-0.00039975-0.00040319i,-0.00083702-0.00066037i,-0.00054207-0.00083209i,0.00019571-0.0011069i,-4.9514e-06-0.0012932i,-0.00055364-0.00048226i,-7.0833e-05+0.00054917i,0.00032648+0.0012066i,-0.00027212+0.0012921i,-0.00043691+0.0012245i,-0.00027401+0.0005669i,-0.0010284+5.974e-05i,-0.00083043-3.1497e-05i,0.00068614-0.00059434i,0.00019578-0.0002825i,-0.00097367+0.00063087i,-0.00029632+7.4513e-05i
-0.0011214-0.0015059i,-0.0014212-0.0013841i,-0.0015033-9.4287e-05i,-0.0009947+0.0012275i,7.134e-05+0.0015742i,0.0015486+0.0013564i,0.0013714+0.00067413i,-0.00050375+0.00037986i,-0.0015141+0.00063397i,-0.0010002+0.00051662i,-0.00022401+0.00030534i,-0.00024184+0.00026473i,-0.00089062-0.00038127i,-0.00037386-0.0010458i,0.00018414-0.00025165i,0.00047197+0.00056887i,0.00047203+0.00080526i,-5.0782e-05+0.00074045i,1.3863e-05+0.00046946i,0.00040067+0.00043166i,0.00072991+6.663e-05i,0.00059953+0.000459i,8.6564e-05+0.00072018i
0.0032345+0.00073465i,0.0028657+5.4481e-05i,0.0025722-0.0014333i,0.0010326-0.0024238i,-0.00034723-0.0019123i,-0.00015946-0.00034983i,-0.0005466+7.2521e-05i,-0.0009193-0.00087913i,-0.00016186-0.0012044i,-0.00012046-0.00081869i,-0.00065016-0.00035835i,-0.00058121+4.3277e-05i,0.00039818+0.00013844i,0.0010777-0.00011454i,0.00041255-0.00038898i,0.00040294-8.7975e-05i,0.00014314+0.00038662i,-0.00010305+0.00034279i,5.8512e-05+0.00053526i,-9.6335e-05+0.00036059i,0.00035137+0.00021934i,0.00039144+0.00012911i,-7.2428e-05-4.7885e-05i
-0.0027264+0.0012431i,-0.0031968+0.0012938i,-0.0031373+0.00246i,-0.002721+0.0039919i,-0.0022482+0.0036477i,-0.00072359+0.0017218i,0.00022678-0.00053363i,0.00052213-0.0010718i,0.00040973-0.00015949i,-0.00015988+0.00012616i,-0.00072985-0.00017429i,-0.00090043-7.0481e-05i,-0.0007202-2.6531e-05i,-0.0005401-6.1067e-06i,-0.0008658-2.3947e-05i,-0.00088905-0.00056919i,-0.00046179-0.00095858i,-0.00024036-0.00026036i,-0.00078205+0.00072578i,-0.00055281+0.0011614i,0.00019937+0.00074232i,0.00021414+0.00022152i,-6.2859e-05+0.00030883i
-0.0025052-0.0011067i,-0.002219-0.00082548i,-0.0031479-0.00034343i,-0.0020082+0.0017426i,1.4523e-05+0.0029733i,0.00062288+0.0020021i,2.9087e-05+0.0007161i,-0.0011187+0.00039905i,-0.0013849+0.00026215i,-0.00080875-0.00010399i,-0.00042461-0.00044655i,1.6483e-05-0.00038821i,2.6588e-05-0.00062314i,-0.00038761-0.00055061i,-0.0013736-0.00023333i,-0.0023739+6.3889e-05i,-0.0013545+0.00053158i,-0.00010888+0.00013734i,-0.00017947-9.7276e-05i,-0.00018204+0.00018478i,-6.159e-06+0.00056561i,0.0004802+0.00072113i,0.00020454+0.00068421i
-9.7686e-05-0.00041052i,0.00075754-0.0015753i,0.0018408-0.0016494i,0.0021453-0.00082385i,0.0014104-0.00037755i,0.0006896-0.00018657i,-3.3266e-05-0.00081209i,0.00028368-0.00091308i,0.0010426-3.2126e-05i,0.00040526+3.2818e-05i,-0.00056851+6.5436e-05i,-0.00046998+0.0006331i,-0.00015111+0.0007857i,-0.00012188+0.00072663i,-0.00032286+0.0006876i,-0.00025732+0.00052263i,0.00018503+0.00058708i,-1.6284e-05+0.0010479i,-0.00054145+0.0011052i,-0.00019932+0.00025455i,0.00014176-0.00072424i,-0.00035594-0.00096132i,-0.00078313-0.00090389i
0.00044893+0.00070769i,0.00049859-0.00041741i,-0.00011807-0.00060007i,-0.00022422-0.00046999i,-0.00010921-0.00017714i,-0.0006269-0.00035323i,-0.00064247-0.00077648i,-0.00079885-0.00061507i,-0.00075754+6.7078e-05i,-0.00027606-0.00018766i,-0.0002647+0.00010686i,-0.00052274+0.00035448i,-0.00048151-0.00046616i,0.00033628-0.00041541i,0.0008074+0.00019227i,0.00030581+0.00089783i,9.3654e-05+0.0011752i,0.00035309+0.00164i,0.000947+0.0016832i,0.00089149+0.00048966i,0.00016549-0.00016064i,-3.9829e-05-0.00026871i,-7.8959e-05-0.00021356i
0.0025078+0.00038644i,-0.00065115+3.7044e-05i,-0.0026431-0.00074348i,-0.0027053-0.0014049i,-0.0026259-0.000495i,-0.001631+0.001046i,-0.00071605+0.00093257i,-0.00037905+0.00071848i,-0.00067797+0.00064312i,-0.00098829-0.00031114i,-0.00023108-0.001288i,0.00021408-0.00026402i,0.00038871+0.00084503i,0.00065918+0.00050089i,0.00065747-0.0004589i,0.00066046-0.00038091i,0.0004576+0.00048692i,0.00076933+0.0010007i,0.001274+0.00085742i,0.00076553+0.00047018i,0.00021052+0.00033976i,-0.00010228+0.00056807i,-0.0002654+0.00025695i
0.00038695+0.003665i,0.0021414+0.0026382i,0.0025453+0.0019053i,0.0017864+0.0016985i,0.00078096+0.00099874i,2.6069e-05-0.00017362i,-0.00074914+1.06e-06i,-0.00099721+0.00042619i,-0.00093783+0.00041748i,-0.00013684+0.00011372i,-7.6891e-05-0.00081995i,-9.8953e-06-0.00094352i,-0.00030025-0.00064827i,-0.00074032-0.000694i,-0.00042193-0.00042676i,5.4643e-05-0.00031998i,0.00033081-0.00054336i,9.3801e-05-0.00056831i,0.00043762+9.4666e-05i,0.00057515-0.00020107i,0.00024371-0.0005296i,-0.00026291-0.000394i,-0.00029426-0.00078929i
-0.00059827+0.0008161i,-0.00076763+0.00052993i,-0.0021409+0.00081884i,-0.0022844+0.0015182i,-0.0002989+0.0017333i,0.001098+0.0012423i,0.0008334+0.00106i,-0.00018832+0.0011815i,-0.00084222+0.00080374i,-0.00093001+0.00042501i,-0.0010342+0.000161i,-0.0011117+6.3595e-05i,-0.00090592+0.00045563i,-0.00031944-5.4979e-05i,-0.0005772-8.482e-05i,-0.00098907+0.00020234i,-0.00063448+0.00012531i,-0.00017968-8.1786e-05i,8.986e-05-0.00034421i,-0.00016777-0.00017907i,-0.00066588+0.00021704i,7.032e-06+0.00027475i,0.00073422+0.00017206i
-0.0011155-0.002079i,-0.0012782-0.0014914i,-0.0016764-0.0005265i,-0.0011802-3.9159e-05i,-0.00058995-9.5569e-05i,0.00012828+3.7376e-05i,0.00071473-0.00039942i,0.00078992-0.00014767i,0.00029318+0.00035925i,0.0002119+0.00017961i,-2.7485e-05-0.00025821i,-0.0012065-0.00023327i,-0.0011049+0.00030788i,-0.00017445+0.00037622i,0.00019542+0.00035199i,-0.00011921+0.00056566i,-0.00026835+0.00042059i,-0.00021404-0.00021064i,-0.00052546-0.00013047i,-0.00080756-5.4042e-05i,-0.00038217-0.00082096i,0.00014382-0.00049807i,0.00019311-4.8051e-05i
-0.0011515+0.00092516i,-0.00021823+0.00012908i,0.0006316+0.0012121i,0.00041147+0.0016458i,0.0014723+0.0012605i,0.0015818+0.000963i,0.00024951-4.4886e-05i,-0.00041201-0.00046473i,-0.00052068-0.0002181i,0.00062407-7.4556e-05i,0.0012238-0.00019305i,0.00063509-0.00068648i,0.00023184-0.00070676i,-6.5284e-05-0.00060503i,0.00032874+0.00014895i,0.00038882+0.0012076i,-0.00048944+0.00056083i,-0.00030521-0.00027184i,0.00023991+0.00013724i,0.00078209+0.00069549i,0.0003417+0.0010408i,-0.00022749+0.00046283i,0.00015072+0.00037926i
0.00021664-0.0016158i,0.0004988-0.0006827i,-0.00065606-0.00036647i,-0.001261+0.00052892i,-0.0013604+0.0021969i,-0.0013046+0.0023117i,-0.00089643+0.00087427i,-4.5361e-05+0.00040823i,0.00044348-0.00012088i,0.00021118-0.00024209i,-0.00013171-0.00013467i,-0.00058503-0.00057381i,-0.0002398-4.6176e-05i,0.00037182-0.00035151i,-7.2406e-05-0.0013263i,-0.00015949-0.00098445i,-0.00036102+6.5712e-05i,-0.00056857-0.00013186i,-0.00049048-0.001185i,-0.00023554-0.00042303i,-0.00012223+0.00053326i,-0.00081445-0.00032196i,-0.00077147-0.00024559i
0.0004481+0.0018073i,-0.00028366+0.00066977i,-7.846e-05-0.00043567i,0.00041958-0.00027317i,0.0011241+0.00014327i,0.0008803+0.00026658i,0.00031987-0.00041374i,7.1172e-05-5.9396e-05i,-0.00029656+0.00149i,-0.00044298+0.0012824i,-0.00072607+0.00039693i,-0.00086525+0.00012304i,-0.00076571+0.00042765i,-0.0007717+0.00055618i,-0.0003398-4.3183e-05i,-9.8449e-05-0.00060549i,-0.00034694-0.00017177i,-0.00027034+0.00023108i,0.00031343+0.00027339i,0.00092135+0.00038967i,0.00065717-0.00033869i,3.7578e-05-0.0012116i,0.00018091-0.00069i
-0.0008197-0.00033182i,-0.00037218-0.00048958i,-1.2644e-05-0.00014079i,-0.0002099+0.00031121i,0.00012896+0.0011492i,0.00016172+0.0008825i,0.00036187+0.00034068i,0.00064108+0.00021206i,0.00053599+6.9569e-05i,-0.00021366+8.5842e-05i,-0.0013284-0.00039943i,-0.001618-0.00097474i,-0.00071366-0.00081147i,0.00047606-0.00027119i,9.1827e-05+0.00019443i,-0.00069786+6.2122e-05i,-0.00051019+0.00027522i,-0.0002352+0.00045583i,-0.00014628-0.00032331i,0.00012756-0.00080332i,0.00026704-0.00043978i,0.00034432+4.3542e-05i,0.00024686-0.00020066i
0.00074936-0.00073883i,0.00036733-0.0013868i,6.4017e-06-0.0019908i,-0.00028578-0.001247i,-0.00041784+0.00037049i,-0.00059207+0.00063816i,-0.0010863-0.00035984i,-0.00086927-0.00083801i,-5.2008e-05-0.00037075i,-0.00017835-0.00014925i,3.8634e-05-0.00055232i,0.00073504-0.00036944i,0.0005183-0.00032204i,0.00041765-0.00048133i,6.0834e-05+0.00016756i,0.0002475+0.000382i,0.00042744-0.00017684i,0.00054174-0.00056221i,0.0012622-0.00056687i,0.0015019+8.8944e-05i,0.00076327+0.000985i,-0.00065853+0.0013845i,-0.0010235+0.00027209i
0.00076747+0.00050156i,0.0014003+0.00075011i,0.0012887+0.0015189i,0.0013882+0.0013548i,0.00080305+0.00058895i,-6.5502e-05+0.00070339i,-0.00043239+0.00027733i,-0.00011211-1.06e-05i,0.00017031-0.00066257i,0.00093809-0.0016988i,0.0011004-0.00083287i,-0.00023884-0.00017525i,-0.0010111-0.00044525i,-0.00091148-4.9519e-05i,0.00068936+0.00028273i,0.0018761+0.00086727i,0.0011905+0.0009398i,0.00017656+0.00019i,-0.00032229+0.00070614i,-0.00026284+0.00091093i,-0.00036536+0.00075908i,-5.7203e-05+0.00083027i,-8.3861e-05+0.00063775i
0.00092981+0.00031484i,0.00098399+0.00028481i,-0.00015245+0.00014704i,-0.0011894-0.00074282i,-0.0006167-0.00015469i,7.523e-05+0.00049088i,2.3766e-05+0.00088797i,9.8225e-05+0.00072564i,6.8891e-05-4.2974e-05i,-0.00015353-0.00012971i,-0.00072031-0.00026799i,-0.00046247-0.00058295i,0.00036906-0.00027781i,0.0003561-7.0219e-05i,3.2062e-05+0.00034906i,0.00040734+2.1717e-05i,0.00096614-0.00047597i,0.00088719-0.00010035i,0.00032933-0.0002333i,-0.00017916-0.00045228i,-8.0916e-05-1.8106e-07i,0.00046847+0.00046111i,0.0012641+8.244e-05i
